hHostNameFinal,mean.pop,median.pop,sd.pop,max.pop,min.pop
Meriones_libycus,18.25775005,2.38115406,126.9535218,40390.28906,0
Mesocricetus_auratus,81.52611101,0.367958546,254.2307339,1056.66626,0.365876943
Metachirus_nudicaudatus,16.01466988,1.056920648,171.6309018,136044.2656,0
Mico_leucippe,1.355358171,1.044213653,1.733878757,67.88648224,0
Micromys_minutus,62.61204394,5.210291862,296.6902717,75848.01563,0
Micronycteris_megalotis,16.25205885,1.241210997,170.7033232,136044.2656,0
Micropteropus_pusillus,35.57787326,10.77462769,197.0183973,34538.52344,0
Microtus_agrestis,20.37232492,0.916428536,141.7270118,75848.01563,0
Microtus_arvalis,38.14990156,7.958565712,190.3315912,69964.48438,0
Microtus_californicus,84.16112549,0.508743942,435.3126746,25379.49609,0
Microtus_fortis,102.7109796,23.97643852,318.9563796,38560.87891,0
Microtus_gregalis,12.04014704,0.751084208,108.6302431,75848.01563,0
Microtus_levis,29.48562843,7.003492117,201.6281103,69964.48438,0
Microtus_maximowiczii,16.0675176,2.88016367,68.85427563,4176.387695,0
Microtus_ochrogaster,14.49836948,0.443333983,115.3286463,18646.99805,0
Microtus_oeconomus,4.580447939,0.080978338,76.42062829,75848.01563,0
Microtus_pennsylvanicus,7.655155007,0.003464187,107.5390355,41261.44141,0
Microtus_subterraneus,61.08903792,20.32790375,204.80527,23365.09961,0
Millardia_meltada,289.5936173,163.4821014,617.9219028,41632.35938,0
Mimon_crenulatum,13.72062812,1.246377707,133.3320493,136044.2656,0
Miniopterus_fuliginosus,146.7866794,39.00881004,504.4167478,82494.94531,0
Miniopterus_inflatus,21.15772761,5.88639164,151.0043992,67776.64063,0
Miniopterus_schreibersii,63.91053433,20.85700703,219.8772479,65852.67969,0
Miopithecus_talapoin,25.9036608,14.05638409,207.3714811,11237.37598,0
Mirounga_leonina,NA,NA,NA,NA,NA
Molossops_neglectus,13.4914371,0.771103978,172.0885855,19928.29297,0
Molossus_molossus,21.27171377,1.453715682,190.1432797,136044.2656,0
Molossus_rufus,18.64129453,1.432194293,165.2714608,136044.2656,0
Mormoops_megalophylla,43.24353719,4.357138157,280.1463166,136044.2656,0
Mungos_mungo,24.22181711,6.158559084,160.4680021,67776.64063,0
Muntiacus_muntjak,119.822623,12.24292088,574.1966108,54996.51953,0
Murina_aurata,105.441711,29.23887444,304.9714356,55853.16797,0
Murina_leucogaster,190.6237282,94.60251617,376.0117956,55853.16797,0
Mus_booduga,293.3201603,158.3401184,674.5754212,67977.91406,0
Mus_cervicolor,344.249376,117.0392075,1289.98883,67977.91406,0
Mus_musculus,40.81640039,1.415736556,260.5006691,136044.2656,0
Mus_setulosus,64.19270809,27.40952492,304.5046871,62006.00391,0
Mus_spicilegus,52.24305156,19.48051262,188.3007006,11034.15039,0
Mus_spretus,70.05910023,21.60028267,258.5451349,65852.67969,0
Mustela_lutreola,11.14111795,1.877617478,87.59158124,55977.76172,0
Mustela_nigripes,6.517743333,0.069563188,77.86964136,7707.802246,0
Myocastor_coypus,14.28247869,0.725265682,144.5766243,10983.91992,0
Myodes_gapperi,7.337426856,0.013348304,102.4828547,41261.44141,0
Myodes_glareolus,30.84705683,3.670749187,169.8301278,75848.01563,0
Myodes_regulus,246.361959,53.65468979,996.5082168,20522.64063,0
Myodes_rufocanus,3.440008167,0.204868324,55.72644412,75848.01563,0
Myodes_rutilus,2.486843436,0.063215856,50.14679885,75848.01563,0
Myonycteris_torquata,26.99274059,5.931390762,225.949308,20733.26953,0
Myotis_albescens,17.81675509,1.352810979,172.0383653,136044.2656,0
Myotis_austroriparius,25.58810131,3.308284283,120.1348918,7907.15918,0
Myotis_blythii,60.51097769,15.61454678,236.0959093,28295.07617,0
Myotis_californicus,24.87373254,0.251538396,230.4772819,25379.49609,0
Myotis_chiloensis,17.31185397,0.769840717,127.7977839,3160.791504,0
Myotis_dasycneme,24.68302123,3.774515152,166.6541318,75848.01563,0
Myotis_daubentonii,32.31887462,3.278063178,192.5174184,75848.01563,0
Myotis_evotis,11.56739821,0.040875331,141.7902315,25379.49609,0
Myotis_grisescens,29.51643038,5.421852112,119.3776822,8532.758789,0
Myotis_keenii,15.09968154,0.089075267,112.1772382,2572.904541,0
Myotis_leibii,49.0200262,6.442512512,263.2833175,41261.44141,0
Myotis_levis,44.3131818,3.017523527,338.7738862,19367.64063,0
Myotis_lucifugus,10.36734687,0.016292892,110.8426936,41261.44141,0
Myotis_macrodactylus,177.066956,27.3520565,703.3924674,60037.23047,0
Myotis_myotis,74.53384048,25.17028427,249.2126016,23365.09961,0
Myotis_mystacinus,52.66800354,13.90357637,210.9285841,63992.00391,0
Myotis_nattereri,64.19601717,17.69796371,237.9258584,33646.98438,0
Myotis_nigricans,18.91278173,1.384490371,167.5180683,136044.2656,0
Myotis_pilosus,297.4304487,100.8778152,789.1232531,44775.91797,0
Myotis_riparius,16.74982935,1.294301391,163.3092722,136044.2656,0
Myotis_septentrionalis,20.13696605,0.125424244,157.9109288,41261.44141,0
Myotis_thysanodes,25.84185104,0.105571099,245.7404186,25379.49609,0
Myotis_velifer,35.80974314,2.347167492,288.1499415,25204.64453,0
Myotis_volans,14.78963238,0.065848865,185.0963614,25379.49609,0
Myotis_yumanensis,19.13700957,0.099396147,217.4668052,25379.49609,0
Myrmecophaga_tridactyla,13.09864545,1.214505911,131.5261876,34665.25391,0
Nanger_granti,21.12378437,5.318787575,210.0428317,67776.64063,0
Nasua_narica,36.56798467,3.956806183,219.6672403,15145.68945,0
Natalus_stramineus,207.8403742,200.9888763,192.2592802,2834.068604,0.208857343
Natalus_tumidirostris,23.53016235,1.453460217,187.7350749,34665.25391,0
Neacomys_guianae,2.166453071,0.218231693,10.80684395,354.875061,0
Neacomys_spinosus,4.073563267,0.755678117,43.87459915,9193.90625,0
Necromys_amoenus,23.13600917,4.593377113,149.8212377,2225.442139,0
Necromys_benefactus,13.68142778,1.065722346,71.6014222,915.3792114,0
Necromys_lasiurus,22.72569175,3.040598869,201.1896244,45265.97656,0
Necromys_obscurus,62.78657425,0.973862886,240.412706,1685.437622,0
Nectomys_squamipes,43.35929537,9.122036934,289.617327,19367.64063,0
Neotoma_albigula,10.37752071,0.542688549,90.18029281,5578.387207,0
Neotoma_cinerea,4.034955966,0.007375104,60.56996041,7807.070801,0
Neotoma_floridana,28.48001732,3.021321535,133.868641,10315.62598,0
Neotoma_fuscipes,39.84447453,0.164202511,281.448006,25379.49609,0
Neotoma_lepida,21.23752774,0,215.9228166,18676.83398,0
Neotoma_macrotis,94.98597882,0.159345552,485.6296912,18676.83398,0
Neotoma_stephensi,2.844534609,0.004241243,33.53405127,2432.178467,0
Neovison_vison,8.916284522,0.004751426,101.2771433,41261.44141,0
Nephelomys_albigularis,63.28221872,12.01125145,382.7978367,136044.2656,0
Niviventer_confucianus,200.2643713,71.40228271,505.7995822,55853.16797,0
Nomascus_leucogenys,39.00190449,22.58269882,111.4029523,1390.510498,0
Nyctalus_noctula,56.15818857,12.95533371,224.0803299,75848.01563,0
Nyctereutes_procyonoides,125.2526176,27.83829117,441.4211432,60037.23047,0
Nycteris_gambiensis,36.38397008,18.36471748,138.5161273,5466.106934,0
Nycteris_nana,24.65647383,5.810727596,178.4552614,18581.96094,0
Nycteris_thebaica,34.48657568,7.103970766,261.2455532,102969.6953,0
Nycticebus_coucang,94.23212521,27.7201128,401.8654059,54996.51953,0
Nycticeius_humeralis,37.69162784,3.808618069,183.8893695,18646.99805,0
Nyctinomops_femorosaccus,20.37553573,2.378676891,144.4305466,12064.13086,0
Nyctinomops_laticaudatus,19.94282487,1.463474691,170.4585993,45265.97656,0
Nyctinomops_macrotis,20.08935976,1.297326922,190.0587406,136044.2656,0
Odobenus_rosmarus,NA,NA,NA,NA,NA
Odocoileus_hemionus,7.815647463,0.073050153,105.9796442,25379.49609,0
Odocoileus_virginianus,21.21873499,0.563486278,173.4266127,136044.2656,0
Oecomys_bicolor,5.379806166,0.696977198,74.18429121,34665.25391,0
Oecomys_paricola,9.391683685,2.070288181,166.3002206,19928.29297,0
Oligoryzomys_chacoensis,2.500451536,0.618552148,23.06512426,879.2124023,0
Oligoryzomys_flavescens,33.18237017,2.120977402,265.7711884,19367.64063,0
Oligoryzomys_fornesi,19.67956858,3.725606918,133.1602736,45265.97656,0
Oligoryzomys_fulvescens,28.93999249,2.833508492,161.3308655,34665.25391,0
Oligoryzomys_longicaudatus,15.26536216,0.541857183,123.4209724,3160.791504,0
Oligoryzomys_microtis,2.168878053,0.617434323,26.74510267,1181.524292,0
Oligoryzomys_nigripes,36.10169923,5.989496708,253.7819619,45265.97656,0
Ondatra_zibethicus,8.848563181,0.006774364,107.5187015,41261.44141,0
Onychomys_leucogaster,5.782799407,0.09343569,72.79093584,6206.363281,0
Onychomys_torridus,18.58366344,0.027940271,148.4579686,12064.13086,0
Orcinus_orca,NA,NA,NA,NA,NA
Oreamnos_americanus,0.381834193,0.003434045,10.36829865,2301.632568,0
Oryctolagus_cuniculus,33.52440104,0.432154238,173.6374599,65852.67969,0
Oryx_beisa,10.95452743,4.876576424,40.02470941,5123.744629,0
Oryx_gazella,2.935448557,0.221009701,56.75098671,10337.11035,0
Oryx_leucoryx,2.16602918,1.676528692,5.002608697,64.47692871,0.047798201
Oryzomys_couesi,64.035365,13.15412998,352.7043314,25204.64453,0
Oryzomys_palustris,40.90249963,4.247982979,196.7830295,26213.53516,0
Otocyon_megalotis,16.94062441,2.70464468,132.0948158,67776.64063,0
Otomys_irroratus,55.53034492,3.615482807,398.672509,37260.02344,0
Otomys_tropicalis,175.0355815,103.7384415,519.0747925,67776.64063,0
Ourebia_ourebi,32.64796132,9.806443214,165.093512,62006.00391,0
Ovibos_moschatus,0.00169203,3.91E-06,0.454627344,766.1432495,0
Ovis_aries,NA,NA,NA,NA,NA
Ovis_canadensis,5.367040359,0.025057806,83.35063312,7147.519043,0
Ovis_dalli,0.027377218,9.20E-05,1.067520738,569.0151367,0
Ovis_orientalis,28.08209527,5.879053593,185.7604784,9384.882813,0
Oxymycterus_rufus,39.4573623,1.239761472,371.7580667,10983.91992,0
Ozotoceros_bezoarticus,4.694065717,1.206164598,43.90659119,3197.323242,0
Pagophilus_groenlandicus,NA,NA,NA,NA,NA
Paguma_larvata,133.0888915,41.45195007,455.6116056,68369.44531,0
Pan_paniscus,7.394709556,5.673505783,22.51419727,3071.756592,0
Pan_troglodytes,22.66416671,5.604956627,137.9729511,9009.657227,0
Panthera_leo,11.06799128,4.302776337,48.54944765,9398.640625,0
Panthera_pardus,46.03861004,9.078310966,222.4478661,67776.64063,0
Papio_anubis,34.56011248,9.757026672,167.3005632,67776.64063,0
Papio_cynocephalus,22.95706438,8.569696426,156.8770253,67776.64063,0
Papio_hamadryas,48.63177802,17.31369781,137.3008436,4977.974121,0
Papio_papio,23.87712931,11.39107895,134.2518464,4359.244141,0
Papio_ursinus,17.36666158,1.148236334,182.8873554,37260.02344,0
Pecari_tajacu,18.43680627,1.381255388,161.3558912,136044.2656,0
Pedetes_capensis,12.63625172,1.771822691,149.0002463,37260.02344,0
Pelomys_isseli,28.04413823,26.15546989,24.47323298,76.03231812,0
Perameles_nasuta,21.3553823,1.193359256,139.0849248,10861.76563,0
Perognathus_parvus,5.048126839,0,70.78210756,7147.519043,0
Peromyscus_attwateri,19.82952206,0.927759767,129.9170237,7707.802246,0
Peromyscus_boylii,9.736731683,0.035201218,98.04483732,7980.409668,0
Peromyscus_californicus,147.2345432,1.81872201,608.7270896,25379.49609,0
Peromyscus_eremicus,13.17322228,1.122074604,97.5405956,7147.519043,0
Peromyscus_gossypinus,32.52514966,3.93560636,148.1252915,9161.811523,0
Peromyscus_leucopus,27.63850732,1.800902426,175.6899693,41261.44141,0
Peromyscus_maniculatus,13.34456629,0.065307371,141.6236914,25379.49609,0
Peromyscus_megalops,43.33409049,22.21747971,146.5421393,3378.677246,0
Peromyscus_melanophrys,86.95401247,12.48330879,529.7724979,25204.64453,0
Peromyscus_melanotis,84.45602174,7.767386913,535.1758491,25204.64453,0
Peromyscus_mexicanus,63.57267124,30.13037491,182.2131938,11073.37109,0
Peromyscus_truei,17.92207569,0.004193957,194.8174242,25379.49609,0
Phacochoerus_aethiopicus,12.21513212,4.753695488,81.79479199,9398.640625,0
Phacochoerus_africanus,29.26356659,7.712339878,171.8631421,67776.64063,0
Philander_opossum,11.29017289,0.691345215,119.1513618,136044.2656,0
Philantomba_monticola,24.90129646,5.796759605,169.5686183,27223.60156,0
Philetor_brachypterus,35.67367074,4.624715805,189.1646785,37974.27344,0
Phoca_vitulina,NA,NA,NA,NA,NA
Phocoena_phocoena,NA,NA,NA,NA,NA
Phocoena_spinipinnis,NA,NA,NA,NA,NA
Phocoenoides_dalli,NA,NA,NA,NA,NA
Phyllostomus_discolor,18.3152189,1.266490579,173.5746825,136044.2656,0
Phyllostomus_hastatus,17.02264426,1.264402986,168.886751,136044.2656,0
Phyllotis_darwini,47.49259772,5.750192165,229.7778285,3160.791504,0
Physeter_macrocephalus,NA,NA,NA,NA,NA
Pipistrellus_abramus,239.1837062,84.26847839,613.7460491,60037.23047,0
Pipistrellus_ceylonicus,270.5733118,142.0448914,771.4906946,67977.91406,0
Pipistrellus_hesperus,22.60800784,0.469501138,185.2507058,25379.49609,0
Pipistrellus_kuhlii,43.26123314,8.191337585,259.9389856,102969.6953,0
Pipistrellus_nathusii,57.52101365,14.70596504,227.6663828,63992.00391,0
Pipistrellus_pipistrellus,90.48841214,21.15709686,332.345059,65852.67969,0
Pipistrellus_subflavus,38.97240811,3.983540177,207.6421485,41261.44141,0
Pithecia_monachus,1.682136439,0.362449348,19.79028525,2055.947266,0
Pithecia_pithecia,2.964646832,0.401237011,25.18233718,1572.672241,0
Platyrrhinus_helleri,15.99910668,1.185320258,161.3022716,136044.2656,0
Platyrrhinus_lineatus,27.27345585,3.679421186,212.1313184,45265.97656,0
Plecotus_auritus,51.43264301,12.58653831,219.8177999,69964.48438,0
Pongo_abelii,22.83554777,10.57143736,44.8550742,1376.008423,0
Pongo_pygmaeus,7.663684821,3.768234015,22.53731646,1142.324951,0
Potamochoerus_porcus,31.8497203,6.842933655,231.2111654,20733.26953,0
Potos_flavus,17.32083239,1.370639503,145.845938,136044.2656,0
Praomys_jacksoni,24.21182515,5.906534195,160.0208794,24112.59961,0
Presbytis_melalophos,95.4217395,30.47072792,428.7089581,54996.51953,0
Prionailurus_bengalensis,161.7342252,53.53107834,483.2448813,68369.44531,0
Procapra_gutturosa,0.646958929,0.310666174,9.94351424,849.2103271,0
Procolobus_badius,55.30254132,32.48356247,237.4023385,7201.995605,0
Procolobus_rufomitratus,13.47041181,5.604022503,41.97597804,3201.66748,0
Procyon_lotor,24.06790085,0.560985148,185.4113185,41261.44141,0
Proechimys_guairae,81.08825107,18.62229729,400.9613364,34665.25391,0
Proechimys_guyannensis,2.545689631,0.401160628,28.60442317,1572.672241,0
Proechimys_longicaudatus,4.652308955,0.890844762,50.81737278,3197.323242,0
Proechimys_semispinosus,30.66515742,7.333760262,149.9521587,5373.03418,0
Proteles_cristata,17.96597957,2.747008324,165.5871946,67776.64063,0
Pseudalopex_gymnocercus,13.47651693,0.830637455,149.7157033,10983.91992,0
Pseudalopex_vetulus,13.78053906,1.914324403,114.266842,7890.272461,0
Pseudois_nayaur,9.452754875,1.001921058,53.39835335,4306.353516,0
Pteronotus_davyi,37.30754468,4.637821674,221.0008492,136044.2656,0
Pteronotus_parnellii,22.59185511,1.383170485,197.1981115,136044.2656,0
Pteropus_admiralitatum,12.50890413,9.509280205,33.76663307,1791.078125,0
Pteropus_alecto,15.56968586,0.053528246,214.6092321,37974.27344,0
Pteropus_capistratus,10.62609565,9.780181885,26.69949068,1135.211548,0
Pteropus_conspicillatus,10.63049881,4.11612606,68.61510914,10264.41992,0
Pteropus_giganteus,259.1202814,138.2947235,642.2609803,67977.91406,0
Pteropus_hypomelanus,140.0616443,50.73355484,639.2060526,82494.94531,0
Pteropus_lylei,253.1979752,136.2137604,761.0034039,65324.09375,0
Pteropus_neohibernicus,5.309769971,2.217557669,25.21281424,2280.499023,0
Pteropus_poliocephalus,34.15609332,2.208584785,181.4347748,10861.76563,0
Pteropus_rufus,30.21424135,8.3508358,186.0214181,12221.89551,0
Pteropus_scapulatus,2.732275889,0.056835607,45.77874488,5120.660645,0
Pteropus_vampyrus,137.2632958,21.13684464,606.2757951,82494.94531,0
Pudu_puda,13.07037021,3.585412741,60.02562439,1137.891724,0
Puma_concolor,15.85001571,0.862263381,150.775852,136044.2656,0
Pusa_caspica,NA,NA,NA,NA,NA
Pusa_hispida,NA,NA,NA,NA,NA
Pusa_sibirica,NA,NA,NA,NA,NA
Pygathrix_nemaeus,42.92103409,9.976485252,260.6602073,29198.38281,0
Rangifer_tarandus,0.363508835,0.008822344,15.20595291,38458.17969,0
Raphicerus_sharpei,20.44738054,8.197800636,101.3643018,27223.60156,0
Rattus_exulans,81.3603943,13.51695919,434.3882287,82494.94531,0
Rattus_fuscipes,16.51518777,0.977381051,114.4388582,5120.660645,0
Rattus_losea,199.0969333,78.12763214,589.1935231,68369.44531,0
Rattus_norvegicus,37.30447199,2.875119209,271.6814717,102969.6953,0
Rattus_rattus,107.7852993,21.94298267,429.3642553,102969.6953,0
Rattus_tanezumi,170.3097091,51.53627777,519.966977,82494.94531,0
Rattus_tiomanicus,115.9211759,12.33177567,557.081374,54996.51953,0
Redunca_arundinum,19.98747336,6.427682877,146.5269985,27223.60156,0
Redunca_fulvorufula,48.34251162,4.214388371,306.6120926,67776.64063,0
Reithrodontomys_fulvescens,39.12542582,2.920090914,267.3399289,25204.64453,0
Reithrodontomys_megalotis,20.2619429,0.204940066,205.6848041,25379.49609,0
Reithrodontomys_mexicanus,76.60844443,27.13861847,292.5484302,11073.37109,0
Rhabdomys_pumilio,18.31671697,0.805807829,186.3041261,37260.02344,0
Rhinolophus_affinis,150.0220552,53.28693008,486.6951352,68369.44531,0
Rhinolophus_blasii,49.59305198,11.55278206,246.1021466,35595.21875,0
Rhinolophus_eloquens,76.65575002,17.12465096,301.0548933,67776.64063,0
Rhinolophus_euryale,68.61068347,21.02310753,241.4028237,65852.67969,0
Rhinolophus_ferrumequinum,104.874606,25.89302635,348.6932191,60037.23047,0
Rhinolophus_hildebrandti,38.49774489,9.968639374,172.1112326,67776.64063,0
Rhinolophus_lepidus,242.9482304,126.2229843,629.7187519,67977.91406,0
Rhinolophus_macrotis,122.9599535,56.4044838,270.4619869,55853.16797,0
Rhinolophus_mehelyi,70.6088109,20.46777916,251.4439487,65852.67969,0
Rhinolophus_pearsonii,154.140027,62.17780304,429.6463803,55853.16797,0
Rhinolophus_pusillus,137.5290944,54.84204865,402.5326618,65324.09375,0
Rhinolophus_rouxii,296.3395285,150.0527344,954.421319,67977.91406,0
Rhinolophus_sinicus,203.0407071,80.70807648,562.8462977,55853.16797,0
Rhinophylla_pumilio,7.884193698,0.920864046,87.55724717,45265.97656,0
Rhogeessa_parvula,54.70505287,9.587312698,285.159646,13283.09863,0
Rhombomys_opimus,8.840962117,1.42435658,63.73381468,40390.28906,0
Rhynchonycteris_naso,13.57517334,1.245952845,127.4579598,136044.2656,0
Rousettus_aegyptiacus,64.66961388,10.33668852,410.1391605,102969.6953,0
Rousettus_amplexicaudatus,90.24951497,14.55104065,467.8274088,82494.94531,0
Rousettus_leschenaultii,214.4243616,93.12805557,634.0747717,68369.44531,0
Rousettus_madagascariensis,29.62292985,12.69602394,155.0586029,12221.89551,0
Rupicapra_pyrenaica,8.183539573,3.012020826,28.69751286,518.4202271,0
Rupicapra_rupicapra,27.51174063,13.42976189,67.90430926,3049.845947,0
Rusa_unicolor,174.7564849,69.13161469,533.4036669,68369.44531,0
Saccolaimus_flaviventris,2.102500041,0.025297176,41.4336804,10861.76563,0
Saccolaimus_saccolaimus,236.5687463,55.5142746,904.769192,82494.94531,0
Saguinus_geoffroyi,25.67289043,2.804861069,168.485785,5373.03418,0
Saguinus_labiatus,1.216698527,0.3727597,14.39896393,1078.506958,0
Saguinus_midas,2.180614302,0.401209384,25.0491867,1572.672241,0
Saguinus_mystax,1.018189652,0.345687807,11.54561183,1452.514648,0
Saguinus_nigricollis,4.165135208,1.088614821,26.50844269,2055.947266,0
Saguinus_oedipus,54.11271723,14.26288509,145.956549,1396.552856,0
Saiga_tatarica,1.094621076,0.494502872,28.39554462,6578.133789,0
Saimiri_oerstedii,31.39893262,15.69747925,45.18629542,309.9407043,0
Saimiri_sciureus,3.60400256,0.462353975,55.08248848,19928.29297,0
Sciurus_carolinensis,36.61311488,2.975367427,225.907735,41261.44141,0
Sciurus_granatensis,65.15732235,12.66619015,336.0501826,136044.2656,0
Sciurus_griseus,31.00181454,0.117887355,219.4891734,25379.49609,0
Sciurus_niger,27.49730467,1.856258094,155.6891704,18646.99805,0
Sciurus_variegatoides,64.21908506,18.9710083,247.2933608,11073.37109,0
Sciurus_vulgaris,18.06146584,0.556347311,153.7584088,75848.01563,0
Scotophilus_kuhlii,205.4950685,78.03574753,696.0656738,82494.94531,0
Scotophilus_nigrita,30.98002632,12.58756924,170.0409926,27223.60156,0
Semnopithecus_entellus,282.5101595,146.8273163,846.0170676,67977.91406,0
Setonix_brachyurus,2.989049274,1.115920186,17.54450008,321.5668335,0
Sigmodon_alstoni,10.24519369,1.0615201,80.47657406,3013.854248,0
Sigmodon_hispidus,24.36861702,1.375652671,134.7675509,10315.62598,0
Sigmodon_toltecus,33.60341895,6.280880451,137.4369679,5844.382813,0
Sooretamys_angouya,54.4153639,10.07021713,353.8840095,19367.64063,0
Sorex_araneus,18.18825623,1.029307187,127.5690156,75848.01563,0
Spermophilus_beecheyi,55.89499053,0.183816515,347.1747093,25379.49609,0
Spermophilus_citellus,74.10850066,27.6318655,254.9089113,17441.83984,0
Spermophilus_columbianus,2.424711814,0.099471249,32.1773579,4314.488281,0
Spermophilus_fulvus,8.545663178,1.068795443,95.16519358,40390.28906,0
Spermophilus_lateralis,5.833524876,0.010904565,76.23921926,7147.519043,0
Spermophilus_parryii,0.07395333,8.70E-05,6.910515409,2243.531006,0
Spermophilus_richardsonii,3.686601587,0.179325089,40.60897677,2519.130371,0
Spermophilus_tridecemlineatus,14.04595567,0.288175702,118.3425306,18646.99805,0
Spermophilus_undulatus,3.804143987,0.75580591,56.30496664,27389.21289,0
Spermophilus_variegatus,25.72354619,0.578292429,259.1900172,25204.64453,0
Sphiggurus_melanurus,2.865481145,0.401000589,29.67454795,1572.672241,0
Stenella_coeruleoalba,NA,NA,NA,NA,NA
Sturnira_lilium,19.30081033,1.494161665,166.0325149,136044.2656,0
Sturnira_ludovici,55.90602702,8.756031036,346.6336074,136044.2656,0
Sturnira_tildae,13.68163021,1.202270627,156.7471788,45265.97656,0
Suncus_murinus,180.7147383,70.65766907,558.090032,82494.94531,0
Suricata_suricatta,9.159478719,0.227647036,180.3434382,37260.02344,0
Sus_scrofa,88.52127259,13.5078845,368.1749895,69964.48438,0
Syconycteris_australis,8.493848432,2.221329927,47.83071222,5534.166016,0
Sylvicapra_grimmia,28.63735,6.306739092,177.2741879,67776.64063,0
Sylvilagus_aquaticus,30.34687249,3.429051518,150.9967374,10315.62598,0
Sylvilagus_audubonii,15.26726516,0.128386617,148.4476044,25379.49609,0
Sylvilagus_bachmani,60.26497913,1.217291951,363.6177335,25379.49609,0
Sylvilagus_brasiliensis,21.04531665,1.839618266,182.7798431,136044.2656,0
Sylvilagus_floridanus,35.09619829,2.467346668,224.2949927,41261.44141,0
Sylvilagus_nuttallii,2.92731831,0.007211914,44.43631679,5584.51416,0
Syncerus_caffer,25.95984626,5.494158506,167.4809208,67776.64063,0
Tadarida_brasiliensis,30.86332115,1.988617778,231.3388384,136044.2656,0
Tadarida_condylura,30.85764943,9.822000504,177.8482784,67776.64063,0
Tadarida_plicata,130.8569659,27.90724945,661.024831,67977.91406,0
Tadarida_pumila,48.268536,13.99258184,241.2753634,67776.64063,0
Tadarida_teniotis,60.39396527,15.60319519,279.1832767,79518.28906,0
Tamandua_tetradactyla,13.50865381,1.186555624,148.3945958,45265.97656,0
Tamias_amoenus,4.276210192,0.025372192,51.03698564,5039.476074,0
Tamias_minimus,1.9295029,0.012252541,35.82180955,6206.363281,0
Tamias_sibiricus,19.4970965,0.33347775,159.5382193,75848.01563,0
Tamias_striatus,27.7366438,1.682406306,200.858289,41261.44141,0
Tamias_umbrinus,3.503472015,0,60.51221185,5584.51416,0
Tamiasciurus_hudsonicus,7.520672138,0.003384329,100.7694906,41261.44141,0
Taphozous_melanopogon,158.2499343,56.4430275,584.0405976,68369.44531,0
Taphozous_perforatus,76.2752542,11.52682781,483.3340837,102969.6953,0
Taphozous_theobaldi,108.940072,45.01259995,446.849112,68369.44531,0
Tatera_indica,187.4225056,91.52484894,551.5871298,67977.91406,0
Taxidea_taxus,15.29875605,0.129671223,163.2843106,25379.49609,0
Tayassu_pecari,14.69901565,1.246821165,150.7336956,45265.97656,0
Thaptomys_nigrita,62.43080791,12.77576447,383.0828044,19367.64063,0
Theropithecus_gelada,125.7460924,96.42396545,598.4712701,62006.00391,0
Thomomys_talpoides,3.354967733,0.097263761,45.2215728,5584.51416,0
Thryonomys_swinderianus,37.98570744,8.456589699,215.5704328,67776.64063,0
Tolypeutes_matacus,4.446679253,0.668975532,39.59399714,1180.811646,0
Tonatia_bidens,29.12951331,4.010344505,237.2276555,45265.97656,0
Trachops_cirrhosus,17.68339968,1.387043774,168.9196259,136044.2656,0
Trachypithecus_cristatus,48.06350613,8.152093887,263.9019525,54996.51953,0
Trachypithecus_francoisi,145.1602008,83.65146637,355.3106385,5431.207031,0
Trachypithecus_obscurus,89.96263732,32.57875824,280.7532596,9109.182617,0
Tragelaphus_angasii,11.9880051,2.783609867,81.68719819,7307.428223,0
Tragelaphus_eurycerus,21.00217526,4.9754076,146.7464486,9009.657227,0
Tragelaphus_imberbis,12.86161073,5.409087658,52.48648305,9398.640625,0
Tragelaphus_oryx,19.02933016,4.280332565,161.8655268,67776.64063,0
Tragelaphus_scriptus,35.99307603,9.829539299,205.3578174,67776.64063,0
Tragelaphus_strepsiceros,20.24577176,5.013515472,103.4068711,27223.60156,0
Tragulus_javanicus,788.58755,438.8460999,1536.390833,54226.07422,0
Trichosurus_vulpecula,4.898997295,0.123425297,62.33895401,10861.76563,0
Trinomys_iheringi,83.53689939,14.5616312,481.1451609,19367.64063,0
Tupaia_belangeri,90.32560481,36.44429016,334.3755349,68369.44531,0
Tupaia_glis,99.3750679,28.45041466,412.2452809,54996.51953,0
Tursiops_truncatus,NA,NA,NA,NA,NA
Tylomys_nudicaudus,67.98814244,24.16082573,232.1975713,9732.916992,0
Urocyon_cinereoargenteus,34.99700917,2.371675491,232.137124,136044.2656,0
Urocyon_littoralis,2.735780228,0.005730163,52.20537814,1326.031372,0
Uroderma_bilobatum,18.04009221,1.382853389,170.2412334,136044.2656,0
Ursus_americanus,3.595631249,0.00252374,53.5273144,7807.070801,0
Ursus_arctos,7.650201995,0.161192708,82.08189083,75848.01563,0
Ursus_maritimus,0.011256125,0,0.947674272,986.2822266,0
Vampyrodes_caraccioli,11.19661761,0.857369661,124.924391,136044.2656,0
Vandeleuria_oleracea,219.9235996,108.0681992,628.8742199,67977.91406,0
Varecia_variegata,19.3556407,14.77240849,19.22982283,146.1286469,1.915107965
Vespadelus_pumilus,33.22333669,1.750448704,185.6170063,5120.660645,0
Vespertilio_murinus,21.85307863,2.518811941,135.5781824,75848.01563,0
Vespertilio_sinensis,95.58117683,7.895455837,442.5033713,60037.23047,0
Vicugna_vicugna,9.532259269,1.194532871,59.93259892,9193.90625,0
Vulpes_corsac,9.202646392,1.41281426,76.44194112,69964.48438,0
