hHostNameFinal,mean.pop,median.pop,sd.pop,max.pop,min.pop
Cephalophus_callipygus,7.337269022,1.124778152,134.5769275,9009.657227,0
Cephalophus_dorsalis,24.55665221,6.455088615,195.2278353,14882.78516,0
Cephalophus_leucogaster,9.145664206,3.239017963,99.2000777,9009.657227,0
Cephalophus_nigrifrons,17.71309536,5.443362236,169.2721001,14882.78516,0
Cephalophus_weynsi,21.895231,6.454761505,72.33971518,4638.572754,0
Ceratotherium_simum,15.89201996,2.186792374,146.784479,67776.64063,0
Cercocebus_agilis,12.31038653,3.863550663,114.0099541,9009.657227,0
Cercocebus_atys,52.35510125,27.47195625,211.502092,7201.995605,0
Cercocebus_chrysogaster,9.495360293,6.454171658,37.57911647,2608.213867,0
Cercocebus_galeritus,21.54414038,9.502200127,24.21278961,83.19547272,1.801645756
Cercocebus_torquatus,152.6561935,16.4468441,636.1584153,20733.26953,0
Cercopithecus_ascanius,27.65847179,8.060601234,179.9603302,24112.59961,0
Cercopithecus_campbelli,60.13908952,29.22608757,268.3709906,7201.995605,0
Cercopithecus_cephus,7.985763488,1.507350147,124.310111,9009.657227,0
Cercopithecus_diana,66.45003094,36.67541504,274.7000018,7201.995605,0
Cercopithecus_erythrotis,74.523029,24.14404869,345.0128896,4858.260254,0
Cercopithecus_lhoesti,13.80072685,4.587202072,26.85918052,1488.598145,0
Cercopithecus_mitis,35.36480204,8.062462807,187.810214,67776.64063,0
Cercopithecus_mona,121.1854454,38.00245667,474.0764537,20733.26953,0
Cercopithecus_neglectus,18.72728136,5.097247601,175.6142693,11238.24902,0
Cercopithecus_nictitans,40.82856931,3.865868568,236.7690961,9009.657227,0
Cercopithecus_petaurista,63.88731414,31.19363213,280.4134676,7201.995605,0
Cercopithecus_pogonias,13.9695303,4.303825855,109.0120624,9009.657227,0
Cercopithecus_solatus,2.100773145,0.783647478,21.18218607,739.6470947,0.206248164
Cerdocyon_thous,23.67313089,2.638892174,200.7054455,45265.97656,0
Cervus_elaphus,34.69730303,3.203056455,192.2159338,75848.01563,0
Cervus_nippon,125.3407285,33.71306229,335.8562015,8997.467773,0
Cervus_timorensis,NA,NA,NA,NA,NA
Chaetodipus_hispidus,16.05167802,0.446798503,111.787332,10315.62598,0
Chaetodipus_spinatus,10.20129079,2.366559505,74.43965061,4504.282227,0
Chaetophractus_vellerosus,5.596017868,0.661627948,48.20224092,1974.328003,0
Chionomys_roberti,33.43244159,13.19510078,67.44148289,2251.71875,0
Chironectes_minimus,26.82627199,2.321122169,222.0997707,136044.2656,0
Chlorocebus_aethiops,53.70451347,16.16823196,220.5286793,62006.00391,0
Chlorocebus_pygerythrus,28.57871773,6.974123001,163.8912745,67776.64063,0
Chlorocebus_sabaeus,32.53104482,15.1195364,178.7123975,12960.88867,0
Choeropsis_liberiensis,60.60163771,38.06642151,187.0940064,5138.149902,0
Choloepus_didactylus,2.808670305,0.401160449,55.17497365,19928.29297,0
Choloepus_hoffmanni,14.72342685,1.386987805,118.9735141,11073.37109,0
Chrotopterus_auritus,17.07771334,1.379121065,159.009496,45265.97656,0
Chrysocyon_brachyurus,15.47366436,1.746856689,111.6115653,19367.64063,0
Coendou_prehensilis,14.6236997,1.228475332,161.4974374,45265.97656,0
Coendou_rothschildi,34.59556014,7.052765369,166.1725107,5373.03418,0
Colobus_guereza,35.60815626,5.445241451,170.8048523,62006.00391,0
Colobus_polykomos,40.79694159,23.71315575,192.5260245,7201.995605,0
Connochaetes_gnou,28.6414876,1.336068809,335.6429569,37260.02344,0
Connochaetes_taurinus,12.69727317,1.75358665,147.7382363,37260.02344,0
Corynorhinus_townsendii,18.93208593,0.079611726,205.91733,25379.49609,0
Cricetomys_emini,40.10313905,7.26077795,265.8942465,24112.59961,0
Cricetomys_gambianus,31.80883724,9.816855431,187.8167116,67776.64063,0
Cricetus_cricetus,25.04272317,3.898641348,163.4489471,75848.01563,0
Crocidura_leucodon,67.08123973,22.0534935,248.9074889,23365.09961,0
Crocidura_russula,81.45431437,24.60545349,274.6705248,65852.67969,0
Crocuta_crocuta,28.63507711,7.786502838,172.758459,67776.64063,0
Cuniculus_paca,16.10708352,1.2561602,152.6546617,34665.25391,0
Cynictis_penicillata,11.89440455,0.367964357,189.9850859,37260.02344,0
Cynomops_abrasus,10.37832515,1.060057878,112.4148706,136044.2656,0
Cynomops_planirostris,10.58051879,1.1609236,107.8537077,45265.97656,0
Cynomys_ludovicianus,5.414335409,0.078363396,67.72086591,6206.363281,0
Cynopterus_brachyotis,134.6658942,35.48165131,437.2889335,68369.44531,0
Cynopterus_sphinx,196.0214662,85.72290802,582.1202074,68369.44531,0
Cystophora_cristata,NA,NA,NA,NA,NA
Dama_dama,68.41422682,20.52356529,231.2060925,23365.09961,0
Damaliscus_lunatus,12.24813386,3.183892727,87.1143367,10337.11035,0
Damaliscus_pygargus,40.3509411,2.45894742,373.9518824,37260.02344,0
Dasymys_incomtus,32.71791503,8.063029289,194.1571521,67776.64063,0
Dasyprocta_leporina,3.618817756,0.400971651,31.77119574,1572.672241,0
Dasyprocta_punctata,33.36602908,3.711951971,212.6061555,136044.2656,0
Dasypus_novemcinctus,21.18626564,1.456358671,181.8969734,136044.2656,0
Delphinus_delphis,NA,NA,NA,NA,NA
Desmodillus_auricularis,8.313681904,0.288302153,178.1766332,37260.02344,0
Desmodus_rotundus,20.74933644,1.471045792,190.3004186,136044.2656,0
Diaemus_youngi,16.87593264,1.276071906,165.2789635,136044.2656,0
Diceros_bicornis,20.61080708,3.395852089,166.8243784,67776.64063,0
Diclidurus_albus,15.12314658,1.257413208,131.749163,136044.2656,0
Didelphis_marsupialis,16.55517719,1.057158947,158.2859299,136044.2656,0
Didelphis_virginiana,43.6614882,3.686692834,257.6976091,41261.44141,0
Diphylla_ecaudata,27.98220452,2.796192169,209.910494,136044.2656,0
Diplomys_labilis,21.67249708,3.764622211,141.9917395,5373.03418,0
Dipodomys_heermanni,74.34754257,0.833411098,359.8526795,9330.053711,0
Dipodomys_merriami,13.01935183,0.710469067,115.8713096,7147.519043,0
Dipodomys_nitratoides,41.82067876,0.097709924,242.2503147,7980.409668,0
Dobsonia_anderseni,10.90343761,9.783053398,27.18608507,1135.211548,0
Dobsonia_moluccensis,8.97632112,2.615445852,43.80003018,7742.953125,0
Dorcopsis_muelleri,4.223807976,1.000345588,16.54972945,659.9700317,0
Eidolon_dupreanum,20.42271592,6.810236931,124.5266219,12221.89551,0
Eidolon_helvum,35.73594694,9.354917049,215.9815237,67776.64063,0
Elephas_maximus,81.48631733,28.02731419,146.4954026,4735.816895,0
Eonycteris_spelaea,118.2971758,33.49154663,513.5145556,82494.94531,0
Epomophorus_gambianus,40.29804067,13.04969788,232.532927,34538.52344,0
Epomophorus_labiatus,46.97302357,11.89064884,162.023071,27223.60156,0
Epomophorus_wahlbergi,33.82552116,8.669194221,203.9312052,67776.64063,0
Epomops_dobsonii,16.22421795,5.603555679,104.1687666,14061.76465,0
Epomops_franqueti,30.52331707,5.990162373,237.5033938,24112.59961,0
Eptesicus_brasiliensis,17.42777408,1.38592875,168.6387454,136044.2656,0
Eptesicus_diminutus,37.59509807,6.094947815,276.054353,19367.64063,0
Eptesicus_furinalis,18.57828001,1.390468001,167.2726456,136044.2656,0
Eptesicus_fuscus,22.75438027,0.315011352,185.5353652,136044.2656,0
Eptesicus_serotinus,79.02044544,19.14449501,279.9245602,65852.67969,0
Equus_asinus,NA,NA,NA,NA,NA
Equus_caballus,NA,NA,NA,NA,NA
Equus_hemionus,8.43075758,0.202484444,43.0803578,1861.382324,0
Equus_quagga,27.0778087,5.481653214,222.3855002,67776.64063,0
Erethizon_dorsatum,3.751677057,0.003624286,58.66647945,12400.81152,0
Erinaceus_europaeus,56.01235098,8.803109169,234.1976943,33646.98438,0
Erythrocebus_patas,25.48017809,8.038680077,134.1557876,34538.52344,0
Eschrichtius_robustus,NA,NA,NA,NA,NA
Euderma_maculatum,5.82817589,0.00758974,74.15205474,7147.519043,0
Eudorcas_thomsonii,44.95334687,11.2838316,460.8398851,67776.64063,0
Eulemur_albifrons,20.72211782,14.07688713,22.5212597,769.2366943,1.975318193
Eulemur_macaco,18.40841899,8.72467041,40.90110916,689.5823975,1.254486084
Eumetopias_jubatus,NA,NA,NA,NA,NA
Eumops_auripendulus,18.45829799,1.398294628,167.3923402,136044.2656,0
Eumops_glaucinus,18.29492166,1.206927896,171.977941,136044.2656,0
Eumops_patagonicus,16.46706569,1.106547952,184.358241,10983.91992,0
Eumops_perotis,15.70614472,1.247374237,163.4309785,45265.97656,0
Felis_catus,NA,NA,NA,NA,NA
Felis_margarita,7.590776311,0.714188755,64.13554844,40390.28906,0
Felis_nigripes,9.020930015,0.314567149,171.6960297,37260.02344,0
Felis_silvestris,31.17767065,5.17808485,212.1556685,102969.6953,0
Funambulus_tristriatus,314.6861417,174.3319244,610.9894367,20000.5332,0
Funisciurus_anerythrus,27.14157177,7.220313549,251.2546202,20733.26953,0
Funisciurus_congicus,17.31260705,8.39730072,196.960064,14882.78516,0
Galago_senegalensis,36.22685073,11.21695089,175.459403,67776.64063,0
Galictis_cuja,22.05247581,1.086438656,218.1475426,19367.64063,0
Gazella_dorcas,5.112591357,0.181298658,148.7280249,102969.6953,0
Gazella_gazella,57.76492028,5.532587528,187.6809477,4726.995605,0
Gazella_subgutturosa,13.48354905,1.729845643,102.6490042,40390.28906,0
Genetta_genetta,29.26440469,5.476406813,227.0784208,102969.6953,0
Genetta_maculata,29.12292512,6.624712229,180.7389644,67776.64063,0
Gerbilliscus_brantsii,13.67052673,0.718136549,176.5373852,37260.02344,0
Gerbilliscus_kempi,35.2606285,11.24492741,155.8966235,34538.52344,0
Gerbilliscus_leucogaster,15.5199576,4.248547554,133.9784818,37260.02344,0
Gerbilliscus_validus,22.48982605,8.064774513,147.9654988,24112.59961,0
Giraffa_camelopardalis,11.19185568,2.156076431,89.2622636,17472.27734,0
Glaucomys_volans,43.53540832,4.714828968,237.4037312,41261.44141,0
Glauconycteris_argentata,28.9195278,7.414325714,194.0769463,67776.64063,0
Glis_glis,62.20808183,20.53490257,227.7690618,40165.32813,0
Globicephala_melas,NA,NA,NA,NA,NA
Glossophaga_commissarisi,20.60569619,1.247030973,160.7383276,136044.2656,0
Glossophaga_longirostris,27.31643117,1.452374697,222.4809205,136044.2656,0
Glossophaga_morenoi,105.7631262,19.61988258,636.5196217,25204.64453,0
Glossophaga_soricina,22.06186513,1.790989041,202.5551202,136044.2656,0
Gorilla_beringei,22.47688488,8.061336517,43.24438521,602.9189453,0
Gorilla_gorilla,7.409574075,1.123712063,129.6413672,9009.657227,0
Graomys_griseoflavus,4.253372278,0.396327317,46.20691006,4869.75293,0
Halichoerus_grypus,NA,NA,NA,NA,NA
Handleyomys_alfaroi,68.50168718,20.35725594,306.4819888,136044.2656,0
Handleyomys_fuscatus,64.66802616,13.76397514,343.4710934,5083.579102,0
Heliosciurus_rufobrachium,57.2527573,13.94818401,280.6078073,24112.59961,0
Herpestes_sanguineus,27.98708987,7.213578224,175.6602145,67776.64063,0
Heteromys_anomalus,79.32536738,18.99066162,353.6483916,34665.25391,0
Hipposideros_abae,48.37482626,17.22401047,219.507876,34538.52344,0
Hipposideros_armiger,155.4606345,60.85428238,504.268001,68369.44531,0
Hipposideros_bicolor,112.5686489,13.45890331,539.9652424,54996.51953,0
Hipposideros_caffer,44.46896191,11.81207657,241.9326952,67776.64063,0
Hipposideros_cineraceus,102.6366509,36.24403,318.417603,54996.51953,0
Hipposideros_diadema,98.67163688,14.42327118,514.5835526,82494.94531,0
Hipposideros_lankadiva,242.5890168,142.2684631,803.9032363,67977.91406,0
Hipposideros_larvatus,116.9388271,32.54874039,481.0336526,68369.44531,0
Hipposideros_pomona,104.9594043,44.82230377,374.4365289,68369.44531,0
Hipposideros_speoris,260.9288041,152.4879608,709.5133489,41632.35938,0
Hippotragus_equinus,17.80280886,7.026044369,89.63933128,34538.52344,0
Hippotragus_niger,21.31682079,8.259552956,115.5982095,27223.60156,0
Histiotus_montanus,19.31621424,0.927190721,175.5856582,136044.2656,0
Histiotus_velatus,36.08284915,6.645417213,263.6782226,19367.64063,0
Holochilus_sciureus,7.180165199,0.867438972,93.42716795,45265.97656,0
Homo_sapiens,NA,NA,NA,NA,NA
Hoplomys_gymnurus,20.79611376,6.957048416,97.91570364,5373.03418,0
Hydrochoerus_hydrochaeris,13.05893005,1.154052854,151.5546183,45265.97656,0
Hydromys_chrysogaster,4.759150918,0.132966712,56.10386062,10861.76563,0
Hydrurga_leptonyx,NA,NA,NA,NA,NA
Hylaeamys_laticeps,95.99799344,15.01702881,452.3628592,12535.35449,0
Hylaeamys_megacephalus,7.284791707,0.881765902,80.44375301,19928.29297,0
Hylobates_lar,85.07865276,31.65051079,363.5344079,54996.51953,0
Hylobates_moloch,678.5619523,355.1514435,1305.227543,43332.84766,0
Hylobates_pileatus,37.57424477,23.54283333,66.74266271,7965.08252,0
Hypsignathus_monstrosus,36.47320093,6.319485188,252.4233923,20733.26953,0
Hystrix_africaeaustralis,20.25687423,4.217538357,148.7959117,37260.02344,0
Ichneumia_albicauda,31.78180671,8.970396996,172.9908411,67776.64063,0
Isoodon_macrourus,4.205603143,0.061853081,46.78197318,4169.879883,0
Kobus_ellipsiprymnus,32.74300304,10.13296795,145.8745286,67776.64063,0
Lagothrix_lagotricha,1.180080379,0.236618489,9.20366835,2055.947266,0
Lama_glama,NA,NA,NA,NA,NA
Lama_pacos,NA,NA,NA,NA,NA
Lasionycteris_noctivagans,15.32223811,0.11706597,133.5866511,41261.44141,0
Lasiurus_blossevillii,18.73084195,1.127800226,184.3195987,136044.2656,0
Lasiurus_borealis,31.64468608,2.198024511,191.6744621,41261.44141,0
Lasiurus_cinereus,17.11428498,0.258793145,169.8545177,136044.2656,0
Lasiurus_ega,19.03527569,1.384468496,170.3056166,136044.2656,0
Lasiurus_egregius,35.4419122,2.604175091,248.6056922,136044.2656,0
Lasiurus_intermedius,47.26813141,6.411593676,199.6370628,14983.41699,0
Lasiurus_seminolus,36.94569818,3.752263904,171.11602,10315.62598,0
Lasiurus_xanthinus,43.41321634,2.424473286,334.2806457,25204.64453,0
Lemmus_lemmus,2.697411231,0.455740839,21.83784628,1593.127686,0
Lemmus_sibiricus,0.172673155,0.011261885,20.66739586,7404.684082,0
Lemniscomys_rosalia,23.70347103,5.088031292,143.3576936,27223.60156,0
Lemniscomys_striatus,52.24826796,14.05223751,272.6292613,67776.64063,0
Lemur_catta,13.28216138,6.585394382,41.35150379,2589.952881,0
Leontopithecus_chrysomelas,37.01067816,16.74304199,103.5989455,864.9493408,0
Leopardus_geoffroyi,9.533519861,0.530853093,128.4548027,10983.91992,0
Leopardus_pardalis,17.58009963,1.388038993,168.9243119,136044.2656,0
Leptonychotes_weddellii,NA,NA,NA,NA,NA
Leptonycteris_curasoae,49.37326365,7.084523678,305.7513859,136044.2656,0
Leptonycteris_nivalis,64.46870382,9.26625061,405.8694216,25204.64453,0
Lepus_americanus,3.839192391,0.002527426,77.39568604,41261.44141,0
Lepus_californicus,18.2148602,0.216745138,179.1999053,25379.49609,0
Lepus_capensis,27.20018919,2.148439884,244.7620591,102969.6953,0
Lepus_europaeus,32.47926169,3.90451932,177.221678,75848.01563,0
Lepus_saxatilis,26.12721073,0.491814315,263.7278394,37260.02344,0
Lepus_timidus,4.288144091,0.204829246,72.71735834,75848.01563,0
Liomys_adspersus,61.37563631,16.85233498,246.269539,5373.03418,0
Lobodon_carcinophaga,NA,NA,NA,NA,NA
Lonchophylla_robusta,52.27424336,9.99353981,287.851222,136044.2656,0
Lonchorhina_aurita,18.51793915,1.370965481,177.7661408,136044.2656,0
Lontra_canadensis,7.864462516,0.002425647,97.76620618,41261.44141,0
Lophocebus_albigena,19.18909466,3.867969751,143.0752788,24112.59961,0
Lophostoma_brasiliense,12.05643649,1.000043273,122.3123064,45265.97656,0
Lophostoma_silvicolum,14.16114952,1.247389317,138.9471623,136044.2656,0
Lophuromys_flavopunctatus,39.760566,9.402838707,176.1137412,62006.00391,0
Lophuromys_sikapusi,48.93530452,7.822032452,280.5399733,24112.59961,0
Loxodonta_africana,7.844994178,3.45205605,28.52699573,5100.28418,0
Loxodontomys_micropus,15.10150328,0.302666932,134.0275109,3160.791504,0
Lutra_lutra,45.29107201,3.483202457,232.1192117,75848.01563,0
Lycaon_pictus,5.373366016,1.826778769,19.57252507,2302.118652,0
Lynx_lynx,7.583459534,0.465145528,87.57113676,75848.01563,0
Lynx_pardinus,14.13217021,5.489028931,31.73456751,518.4202271,0
Lynx_rufus,19.39199891,0.325338915,171.2400067,25379.49609,0
Macaca_arctoides,84.19033285,33.36043549,274.3987607,44775.91797,0
Macaca_cyclopis,307.8764958,35.21801376,551.1780581,5364.007813,0
Macaca_fascicularis,125.3702691,27.64400864,578.0716009,82494.94531,0
Macaca_fuscata,153.345428,52.94738388,308.2968451,8836.165039,0
Macaca_maura,73.0415144,48.39128304,66.30958179,660.4960938,9.803846359
Macaca_mulatta,180.1260895,74.8288269,495.17715,67977.91406,0
Macaca_nemestrina,52.24722538,9.662279129,285.6735492,54996.51953,0
Macaca_nigra,150.7301076,53.05527115,490.8992256,19752.15039,0
Macaca_ochreata,34.31904591,14.0214715,111.6230256,7370.083496,0
Macaca_radiata,308.5842074,171.7832947,879.5561637,41632.35938,0
Macaca_silenus,257.7762963,186.4137878,230.4588514,2762.289795,0
Macaca_sinica,255.6014051,103.4342117,464.4431334,4911.089844,0
Macaca_sylvanus,77.8209146,35.28783035,163.7464946,3911.797119,0
Macaca_tonkeana,38.70744952,12.6308136,101.047996,6306.039551,0
Macroglossus_minimus,75.76701804,6.947171688,416.0891903,82494.94531,0
Macropus_agilis,1.073675916,0.033800885,18.59135405,2245.031006,0
Macropus_fuliginosus,1.586808717,0.056725107,30.19380857,1967.74646,0
Macropus_giganteus,4.884130744,0.123530276,64.1543301,10861.76563,0
Macropus_parma,14.23219716,2.575755596,50.19991427,883.0723877,0
Macropus_robustus,0.57832887,0.021444945,11.96506806,2098.544678,0
Macropus_rufogriseus,10.65723605,0.678040862,93.14756024,5120.660645,0
Macropus_rufus,0.105417439,0.016122075,2.281180711,849.7906494,0
Macrotus_californicus,17.40308115,1.20557344,134.1182003,12064.13086,0
Madromys_blanfordi,259.3284051,147.8370209,721.8911883,67977.91406,0
Mandrillus_leucophaeus,34.96335645,24.13584137,116.3555883,4039.610107,0
Mandrillus_sphinx,10.84574802,1.764906645,185.480555,9009.657227,0
Marmosa_murina,11.54022243,0.771644354,140.0573414,45265.97656,0
Marmota_flaviventris,4.400406681,0.011604286,61.03853749,6206.363281,0
Marmota_monax,13.04290097,0.041781843,139.2094545,41261.44141,0
Martes_foina,41.57261887,9.71394968,179.1356075,55977.76172,0
Martes_pennanti,2.942326588,0.024711451,44.80053628,6752.028809,0
Mastomys_coucha,19.5745534,0.887042582,221.2694493,37260.02344,0
Mastomys_erythroleucus,39.84554008,11.31827164,223.933302,67776.64063,0
Mastomys_huberti,27.93210612,12.70055485,219.2982485,12960.88867,0
Mastomys_natalensis,28.99075025,7.084323168,180.7630853,67776.64063,0
Mazama_gouazoubira,24.87986211,2.839393616,203.7697356,45265.97656,0
Megaderma_lyra,209.085855,101.6734695,583.8708423,68369.44531,0
Megadontomys_nelsoni,65.58873613,49.70137405,68.74219393,473.7752075,0
Melanomys_caliginosus,53.83739003,11.83484745,298.6158051,136044.2656,0
Meles_meles,45.4585418,11.19145107,203.5842842,55977.76172,0
Mellivora_capensis,44.01949195,5.304714918,249.9118909,67776.64063,0
Melogale_moschata,192.2829317,70.86930084,551.1302559,55853.16797,0
Mephitis_mephitis,15.06116918,0.10123416,136.5396246,41261.44141,0
Meriones_hurrianae,117.346723,64.22881317,554.0504969,38130.5625,0
