host_species,host_order,viral_richness_observed,zoonotic_richness_observed,viral_richness_base_predict,viral_richness_max_predict,zoonotic_richness_base_predict,zoonotic_richness_max_predict,missing_viruses,missing_zoonoses
Hylaeamys_megacephalus,RODENTIA,9,7,2.25178765522025,29.659108531587,6.78567137959738,19.6425239254695,20.659108531587,12.6425239254695
Hylobates_lar,PRIMATES,2,2,5.08253687600088,23.1850789890213,1.59754231228303,17.3405028456921,21.1850789890213,15.3405028456921
Hylobates_moloch,PRIMATES,1,1,1.17664984100999,15.1648697277512,0.89490169930016,11.452376050342,14.1648697277512,10.452376050342
Hylobates_pileatus,PRIMATES,2,2,1.45917411078318,16.763249914985,1.7028705221771,12.0576675073047,14.763249914985,10.0576675073047
Hystrix_africaeaustralis,RODENTIA,1,1,1.71757471793513,22.6602965690789,0.65737805421134,12.5217421143673,21.6602965690789,11.5217421143673
Ichneumia_albicauda,CARNIVORA,2,2,1.21375073354399,16.0132489700996,1.30559524495178,8.73066704338254,14.0132489700996,6.73066704338254
Isoodon_macrourus,PERAMELEMORPHIA,1,0,1.58538566197696,8.94316067241673,0.0231246354707429,0.182009871674175,7.94316067241673,0.182009871674175
Kobus_ellipsiprymnus,CETARTIODACTYLA,9,3,3.38366691940581,24.6440018707027,3.04003712204674,7.15684358922631,15.6440018707027,4.15684358922631
Lagothrix_lagotricha,PRIMATES,1,1,3.02842108725492,24.781197417421,0.714792094366414,15.0780687264075,23.781197417421,14.0780687264075
Lasionycteris_noctivagans,CHIROPTERA,1,1,2.88268556130327,20.995242752168,0.877410548519733,16.2517324992897,19.995242752168,15.2517324992897
Lasiurus_cinereus,CHIROPTERA,2,2,3.53085735978097,21.8517836424036,2.17166521505491,21.4173424354143,19.8517836424036,19.4173424354143
Lasiurus_ega,CHIROPTERA,1,1,2.82331701748243,33.4388062593852,1.10378082736535,30.9058751959232,32.4388062593852,29.9058751959232
Lasiurus_xanthinus,CHIROPTERA,1,1,1.68848591729795,22.8807004388384,1.13496243694298,21.7585887699567,21.8807004388384,20.7585887699567
Lemniscomys_rosalia,RODENTIA,1,0,1.80693804661317,23.7998336610971,0.663239802647524,13.3020798701823,22.7998336610971,13.3020798701823
Lemniscomys_striatus,RODENTIA,4,2,4.38656141669368,25.287313223218,2.59374610898886,13.9873188452692,21.287313223218,11.9873188452692
Lemur_catta,PRIMATES,2,2,2.80603710323179,12.6890339668048,1.11841084114235,6.65770233864265,10.6890339668048,4.65770233864265
Leontopithecus_chrysomelas,PRIMATES,1,1,2.30509132681749,20.0286348807425,0.804531507440519,13.8766058750537,19.0286348807425,12.8766058750537
Leopardus_pardalis,CARNIVORA,2,1,3.17890054157287,16.0892974581634,1.42687922184791,10.0802850612414,14.0892974581634,9.08028506124136
Leptonycteris_curasoae,CHIROPTERA,1,1,2.32596716159576,31.2633437430686,0.861593364015783,22.9042944297965,30.2633437430686,21.9042944297965
Lepus_americanus,LAGOMORPHA,3,3,2.30285533555819,10.4056150023505,2.02929546191382,6.73886376847041,7.40561500235052,3.73886376847041
Lepus_californicus,LAGOMORPHA,7,4,2.4674622214688,11.8577032095646,5.02701291828569,7.64339503364724,4.85770320956462,3.64339503364724
Lepus_capensis,LAGOMORPHA,2,1,2.33865928104498,10.5309098126363,1.29577653790975,6.14157111662225,8.53090981263634,5.14157111662225
Lepus_europaeus,LAGOMORPHA,2,0,6.29355120824069,10.9128775194021,1.27966630840919,6.98215099442528,8.91287751940208,6.98215099442528
Lepus_saxatilis,LAGOMORPHA,1,1,1.36727455472645,12.2469491564352,0.714957082835486,7.32980693821212,11.2469491564352,6.32980693821212
Lepus_timidus,LAGOMORPHA,2,1,2.7268419003523,10.5566957384399,1.33630519504542,6.69143390535021,8.55669573843991,5.69143390535021
Liomys_adspersus,RODENTIA,1,1,1.5297916770365,20.561942508967,0.810579706808041,14.1327442374148,19.561942508967,13.1327442374148
Lonchophylla_robusta,CHIROPTERA,2,2,2.33862856459873,31.4335257649333,1.72263294523027,22.643896576476,29.4335257649333,20.643896576476
Lontra_canadensis,CARNIVORA,6,2,1.35791130342463,11.448384390597,4.39798477043602,7.25459689685782,5.44838439059698,5.25459689685782
Lophocebus_albigena,PRIMATES,3,2,1.62484018782621,21.8394903239787,2.20189197499404,13.52203289278,18.8394903239787,11.52203289278
Lophostoma_silvicolum,CHIROPTERA,2,2,2.75307363056,37.4065352261388,1.76000975555257,27.6618084750736,35.4065352261388,25.6618084750736
Lophuromys_flavopunctatus,RODENTIA,2,1,1.9927761375012,23.6020449590348,1.28157192997099,12.6999463904546,21.6020449590348,11.6999463904546
Lophuromys_sikapusi,RODENTIA,3,2,2.72798398935305,25.9869393980223,1.99993371948155,14.5284063405189,22.9869393980223,12.5284063405189
Loxodonta_africana,PROBOSCIDEA,5,3,5.59611465890165,12.5077250391143,2.80329650639139,7.23602870831519,7.50772503911434,4.23602870831519
Loxodontomys_micropus,RODENTIA,1,1,1.08859188087805,14.6317724212646,0.872160735924266,10.6923554943548,13.6317724212646,9.69235549435482
Lutra_lutra,CARNIVORA,1,1,2.37750427828197,10.3536561802407,0.552112228788133,5.84505224737283,9.35365618024072,4.84505224737283
Lycaon_pictus,CARNIVORA,4,2,3.16110051843204,14.4438542841167,2.26081345708008,7.54970910203855,10.4438542841167,5.54970910203855
Lynx_lynx,CARNIVORA,2,2,2.59473528606442,10.2307148608116,1.15645477584757,5.83457863248733,8.23071486081161,3.83457863248733
Lynx_pardinus,CARNIVORA,1,0,1.75902863024751,8.28525683136676,0.621007168710778,4.51960998865557,7.28525683136676,4.51960998865557
Lynx_rufus,CARNIVORA,2,1,2.45214451708872,10.1356912670682,1.3399259186481,6.39869626809869,8.13569126706821,5.39869626809869
Macaca_arctoides,PRIMATES,2,2,4.6166739839257,20.9229637081706,1.36717979143734,13.259437790549,18.9229637081706,11.259437790549
Macaca_cyclopis,PRIMATES,2,2,2.48296562858095,12.7630261654943,1.80999596224355,10.0533141815119,10.7630261654943,8.05331418151192
Macaca_fascicularis,PRIMATES,17,13,8.892166847466,23.5026267630609,11.3142835731073,15.3586534577245,6.50262676306086,2.35865345772446
Macaca_maura,PRIMATES,1,1,0.915427621143212,12.4049747517795,0.736597373960048,7.63434647511888,11.4049747517795,6.63434647511888
Macaca_mulatta,PRIMATES,22,10,14.0386461938801,23.1907847315027,13.6820995198065,14.8328110704423,1.19078473150272,4.83281107044234
Macaca_nemestrina,PRIMATES,3,1,4.72191599836902,20.7478199985858,2.08963351998602,13.9568379308856,17.7478199985858,12.9568379308856
Macaca_nigra,PRIMATES,1,1,1.3290722376462,13.0607868469731,0.832172584277586,9.28762915619503,12.0607868469731,8.28762915619503
Macaca_ochreata,PRIMATES,1,1,0.929116118718338,12.5904678075792,0.78970613326294,8.32493332917251,11.5904678075792,7.32493332917251
Macaca_radiata,PRIMATES,5,4,2.8432549871847,12.9295171917498,3.55902809600867,8.52032038214212,7.92951719174976,4.52032038214212
Macaca_silenus,PRIMATES,1,1,1.28327954801105,12.6107822937718,0.755298293545992,8.45295166627369,11.6107822937718,7.45295166627369
Macaca_sylvanus,PRIMATES,3,3,1.34072497707273,12.77182669128,2.30385490111615,8.80752465803287,9.77182669128001,5.80752465803287
Macaca_tonkeana,PRIMATES,1,1,1.01970969601485,12.4409980143039,0.758620329144167,8.03954674216317,11.4409980143039,7.03954674216317
Macroglossus_minimus,CHIROPTERA,1,0,2.64121575466108,31.2820350539673,0.770390683395564,20.1531026488031,30.2820350539673,20.1531026488031
Macropus_agilis,DIPROTODONTIA,4,3,5.75012038263372,9.31215750713209,2.41716043902801,4.80357191430064,5.31215750713209,1.80357191430064
Macropus_fuliginosus,DIPROTODONTIA,3,1,2.20200460690199,9.97222685378179,1.90147484934037,5.68083474573787,6.97222685378179,4.68083474573787
Macropus_giganteus,DIPROTODONTIA,8,4,2.56881544132108,11.0806478062219,4.79990176115399,6.21677953322692,3.08064780622193,2.21677953322692
Macropus_parma,DIPROTODONTIA,1,0,1.0970202213976,8.22222024717769,0.642702528126073,4.49503834961554,7.22222024717769,4.49503834961554
Macropus_robustus,DIPROTODONTIA,2,1,2.51852556916003,11.3225688606963,1.21320553089604,6.13388884186707,9.32256886069631,5.13388884186707
Macropus_rufogriseus,DIPROTODONTIA,1,1,1.9780142621737,9.03803900197164,0.653865755615998,5.2875932487676,8.03803900197164,4.2875932487676
Macropus_rufus,DIPROTODONTIA,2,0,2.51689368359149,11.4305517173479,1.0874792629113,5.77723443698669,9.4305517173479,5.77723443698669
Macrotus_californicus,CHIROPTERA,1,1,1.38980935629783,17.4448656606374,0.890145135319134,13.0184521356959,16.4448656606374,12.0184521356959
Mandrillus_leucophaeus,PRIMATES,3,2,2.19414214819133,20.265489682264,2.13522729914435,12.2073600678222,17.265489682264,10.2073600678222
Mandrillus_sphinx,PRIMATES,4,3,2.23280107216884,20.6225504249507,3.20423964750016,14.3262338801879,16.6225504249507,11.3262338801879
Marmosa_murina,DIDELPHIMORPHIA,1,1,1.37487255131508,14.8418868317659,0.876677150408133,10.8760647882035,13.8418868317659,9.87606478820349
Marmota_flaviventris,RODENTIA,3,3,1.32526389930409,15.2248657532844,2.20598426220899,10.0121913612467,12.2248657532844,7.01219136124667
Marmota_monax,RODENTIA,5,3,5.14897456706292,17.1376836469652,3.63491977266764,11.580805218196,12.1376836469652,8.58080521819603
Martes_foina,CARNIVORA,1,1,2.18349444473514,9.8899538184771,0.623742881778032,5.77529032755808,8.8899538184771,4.77529032755808
Martes_pennanti,CARNIVORA,3,1,1.65392037228525,11.0749701315496,1.99868433583233,6.68612136242866,8.07497013154965,5.68612136242866
Mastomys_coucha,RODENTIA,1,1,5.0011622844857,22.4389504494311,0.674973834947492,13.0893566885729,21.4389504494311,12.0893566885729
Mastomys_erythroleucus,RODENTIA,5,3,4.43437270211944,26.1498496392863,3.25408936646493,14.5073278606331,21.1498496392863,11.5073278606331
Mastomys_huberti,RODENTIA,3,2,1.61060933637071,16.8499803368806,1.98665562680576,9.35770244881819,13.8499803368806,7.35770244881819
Mastomys_natalensis,RODENTIA,10,4,12.2474139167232,24.0335179637362,5.88117776655721,13.2517786089349,14.0335179637362,9.25177860893488
Mazama_gouazoubira,CETARTIODACTYLA,1,0,1.93092438600348,22.1828004007981,0.434027057255112,8.15140757137177,21.1828004007981,8.15140757137177
Megaderma_lyra,CHIROPTERA,1,1,3.28338430759514,32.2658026881545,0.695408851109175,19.6212465169079,31.2658026881545,18.6212465169079
Meles_meles,CARNIVORA,1,0,7.10865276773303,11.2057022919069,0.59711895938405,6.77330109176494,10.2057022919069,6.77330109176494
Mellivora_capensis,CARNIVORA,1,1,0.871575905242695,10.3227719931172,0.622814901034158,5.49003851894527,9.32277199311718,4.49003851894527
Melogale_moschata,CARNIVORA,1,1,1.22132445255194,15.3300457406437,0.652298933072704,8.35074482560771,14.3300457406437,7.35074482560771
Mephitis_mephitis,CARNIVORA,5,5,4.60633587024463,10.0254140189038,3.4571744044339,6.49982562689108,5.02541401890379,1.49982562689108
Meriones_libycus,RODENTIA,1,1,3.67474771713851,16.641844322605,0.687499057476043,10.1148778050225,15.641844322605,9.11487780502248
Mesocricetus_auratus,RODENTIA,8,1,7.98081028332183,13.5249285564807,4.83842683690066,8.01503392217387,5.52492855648067,7.01503392217387
Metachirus_nudicaudatus,DIDELPHIMORPHIA,2,2,1.82321394889263,17.9167152005877,1.68076875803093,12.8122528098958,15.9167152005877,10.8122528098958
Mico_leucippe,PRIMATES,2,2,1.48396183260791,19.5457972904402,1.19526076909522,10.5222430149117,17.5457972904402,8.52224301491169
Micromys_minutus,RODENTIA,1,1,3.18120379861239,14.4987508626045,0.624556904945461,8.45737109233166,13.4987508626045,7.45737109233166
Micronycteris_megalotis,CHIROPTERA,1,1,2.86096646875722,35.910807105232,0.8764543564356,26.4122044584337,34.910807105232,25.4122044584337
Micropteropus_pusillus,CHIROPTERA,3,2,2.55131968921539,32.0241254917585,2.2237228177614,19.8222408666732,29.0241254917585,17.8222408666732
Microtus_agrestis,RODENTIA,10,7,6.7565907909668,15.7902778733324,6.32782967698132,10.0184886341548,5.79027787333245,3.0184886341548
Microtus_arvalis,RODENTIA,6,5,10.9958435006303,16.3183505464543,3.66765249821336,10.1938724962986,10.3183505464543,5.19387249629859
Microtus_californicus,RODENTIA,6,3,2.38474671974031,13.177128699681,4.45948844742367,8.69382706724568,7.17712869968104,5.69382706724568
Microtus_fortis,RODENTIA,2,1,3.77564193505418,16.9494241126251,1.30370940422327,9.59905048302606,14.9494241126251,8.59905048302606
Microtus_gregalis,RODENTIA,2,2,2.08985051767608,16.1239192267408,1.34440095251622,9.40505722662853,14.1239192267408,7.40505722662853
Microtus_maximowiczii,RODENTIA,1,0,1.14626526026789,14.3879039137393,0.653033921350783,7.84734372651338,13.3879039137393,7.84734372651338
Microtus_ochrogaster,RODENTIA,1,1,3.3976193450847,15.5433679166309,0.687103020397991,10.3369996416707,14.5433679166309,9.33699964167074
Microtus_oeconomus,RODENTIA,5,4,3.91919334152906,15.5466077171464,3.22718288690446,9.69445952390111,10.5466077171464,5.69445952390111
Microtus_pennsylvanicus,RODENTIA,6,2,4.98809429304547,16.050813288983,3.9706542930125,10.5607282752612,10.050813288983,8.56072827526124
Microtus_subterraneus,RODENTIA,1,1,3.29244894062757,15.6568777729118,0.698878581029431,9.72767732885347,14.6568777729118,8.72767732885347
Millardia_meltada,RODENTIA,1,1,2.25295814019124,15.5085518636769,0.642387603595465,8.49532709285309,14.5085518636769,7.49532709285309
Mimon_crenulatum,CHIROPTERA,1,0,2.94713632091622,35.9566230072088,0.889970451388292,26.7298780958696,34.9566230072088,26.7298780958696
Miniopterus_fuliginosus,CHIROPTERA,2,1,3.07013828473262,20.0103587954608,1.50501620871126,12.8176895288234,18.0103587954608,11.8176895288234
Miniopterus_inflatus,CHIROPTERA,1,1,2.72332324093988,30.3316725219316,0.758234553584434,19.2046302322258,29.3316725219316,18.2046302322258
Miniopterus_schreibersii,CHIROPTERA,9,7,4.36867676344352,20.5770437023873,6.95419659808464,14.2680378296387,11.5770437023873,7.26803782963868
Molossus_molossus,CHIROPTERA,7,7,6.63468193273861,31.5504981113645,5.81465278689434,22.9701056205255,24.5504981113645,15.9701056205255
Molossus_rufus,CHIROPTERA,9,6,3.02536356899497,32.6591026004714,7.85365353221009,23.7975116475184,23.6591026004714,17.7975116475184
Mormoops_megalophylla,CHIROPTERA,3,2,3.3134345892488,32.5611066695733,2.54295381746582,23.2414186909297,29.5611066695733,21.2414186909297
Mungos_mungo,CARNIVORA,1,1,1.32237268688779,15.1916509943783,0.638354606370391,8.28971461181129,14.1916509943783,7.28971461181129
Muntiacus_muntjak,CETARTIODACTYLA,1,1,3.91810152274902,19.5459513804399,0.345417186278084,6.09419807445817,18.5459513804399,5.09419807445817
Murina_leucogaster,CHIROPTERA,2,1,1.99320182822949,24.3181172877156,1.58548844057203,16.2162075068451,22.3181172877156,15.2162075068451
Mus_booduga,RODENTIA,2,2,1.48316495921866,16.0109142163821,1.24735690813637,8.69907385830223,14.0109142163821,6.69907385830223
Mus_cervicolor,RODENTIA,2,0,1.59777811814691,20.592444898264,1.33168903748766,11.5061735920153,18.592444898264,11.5061735920153
Mus_setulosus,RODENTIA,1,1,2.03795225969214,26.8426053017376,0.661191855133578,14.956404718317,25.8426053017376,13.956404718317
Mus_spicilegus,RODENTIA,1,0,1.31217721111666,13.7278231949412,0.683189739445689,8.23609840543652,12.7278231949412,8.23609840543652
Mus_spretus,RODENTIA,2,1,2.56339314272666,13.8888477878769,1.35652492986366,8.45547034540922,11.8888477878769,7.45547034540922
Mustela_lutreola,CARNIVORA,2,2,1.89799220789599,8.5762122734643,1.28159585204942,5.12713437328121,6.5762122734643,3.12713437328121
Mustela_nigripes,CARNIVORA,1,0,1.74256351901174,8.20770398600675,0.708833003697458,5.26021330579357,7.20770398600675,5.26021330579357
Myocastor_coypus,RODENTIA,3,3,5.69787630073825,16.7839294736481,2.32949782802066,12.6429339685866,13.7839294736481,9.64293396858663
Myodes_gapperi,RODENTIA,3,2,1.37539955770332,16.7806025902614,2.32071895340513,10.863619979441,13.7806025902614,8.86361997944104
Myodes_glareolus,RODENTIA,15,12,3.05439503263622,16.2443089061647,11.0383025012253,10.243019020849,1.24430890616472,-1.75698097915097
Myodes_rufocanus,RODENTIA,2,2,1.24450874866165,16.039447243116,1.41755631211995,9.49487229626845,14.039447243116,7.49487229626845
Myodes_rutilus,RODENTIA,5,5,1.33453107779162,15.8059211491578,3.57222130190512,9.43394588422108,10.8059211491578,4.43394588422108
Myonycteris_torquata,CHIROPTERA,1,1,2.52285665462027,32.5150194863977,0.751803158494687,20.4292919159338,31.5150194863977,19.4292919159338
Myotis_albescens,CHIROPTERA,1,1,3.01332458850564,32.5291406008506,0.97448634180739,26.4751087206687,31.5291406008506,25.4751087206687
Myotis_austroriparius,CHIROPTERA,1,1,1.51744662963688,17.9723366321191,0.910757982619866,13.8531751410108,16.9723366321191,12.8531751410108
Myotis_californicus,CHIROPTERA,1,1,1.99878785290157,22.2619840655058,0.931569180319596,17.6594395212747,21.2619840655058,16.6594395212747
Myotis_chiloensis,CHIROPTERA,1,1,1.29932796654178,17.1422860122973,1.00746839051319,14.4332892573894,16.1422860122973,13.4332892573894
Myotis_dasycneme,CHIROPTERA,2,2,3.64530593969138,22.0116687082909,1.72683525348883,16.8063572470442,20.0116687082909,14.8063572470442
Myotis_daubentonii,CHIROPTERA,3,3,3.37450427722784,19.8997209716857,2.439519197535,14.8552288025777,16.8997209716857,11.8552288025777
Myotis_evotis,CHIROPTERA,1,1,1.6108429959945,20.2192765059217,0.930848353285542,15.9866195025577,19.2192765059217,14.9866195025577
Myotis_grisescens,CHIROPTERA,1,1,1.64215475366658,18.2898965020978,0.913172997331386,14.4615359576325,17.2898965020978,13.4615359576325
Myotis_keenii,CHIROPTERA,3,3,1.41058364745876,17.2098671078914,2.82066000881619,13.5923067652188,14.2098671078914,10.5923067652188
Myotis_leibii,CHIROPTERA,1,1,1.37668933129661,18.5040926210725,0.919053399395345,14.3772965753365,17.5040926210725,13.3772965753365
Myotis_levis,CHIROPTERA,1,1,2.55316899490883,28.4365383743418,1.02020558874806,24.2387512222839,27.4365383743418,23.2387512222839
Myotis_lucifugus,CHIROPTERA,5,4,4.46695070293466,20.3916165020237,4.08585153043571,16.1162712806808,15.3916165020237,12.1162712806808
Myotis_macrodactylus,CHIROPTERA,1,1,2.17813476344168,17.3041779627667,0.903953962742986,13.2625264954736,16.3041779627667,12.2625264954736
Myotis_myotis,CHIROPTERA,2,2,5.23726458763585,23.1095445371288,1.55428041583364,17.3814407227444,21.1095445371288,15.3814407227444
Myotis_mystacinus,CHIROPTERA,2,1,3.99376884560723,20.8706900451628,1.7038702703264,16.3694974363413,18.8706900451628,15.3694974363413
Myotis_nattereri,CHIROPTERA,2,2,3.17698081749065,20.7067304949818,1.6738294705306,15.959819110314,18.7067304949818,13.959819110314
Myotis_nigricans,CHIROPTERA,3,3,5.22254118571474,33.155708080978,2.84607570909329,26.8410858967396,30.155708080978,23.8410858967396
Myotis_pilosus,CHIROPTERA,1,1,1.3646461782176,17.974247710765,0.75212498571199,12.1776365074794,16.974247710765,11.1776365074794
Myotis_riparius,CHIROPTERA,1,1,2.93489453149225,33.7165867609324,0.953527919699639,26.8468347423197,32.7165867609324,25.8468347423197
Myotis_septentrionalis,CHIROPTERA,4,4,2.08862413800657,21.176553798038,3.58955917989835,16.5154610674842,17.176553798038,12.5154610674842
Myotis_thysanodes,CHIROPTERA,1,1,1.71352194070721,22.0841716038166,0.927791774999161,17.3095223362048,21.0841716038166,16.3095223362048
Myotis_velifer,CHIROPTERA,1,1,2.59819965846239,22.5754145621899,0.90886419755834,17.5872508489812,21.5754145621899,16.5872508489812
Myotis_volans,CHIROPTERA,1,1,1.88231247447717,20.9647113135509,0.935598861036081,16.6426090946242,19.9647113135509,15.6426090946242
Myotis_yumanensis,CHIROPTERA,2,1,2.07819752250721,23.1464285035894,1.87579889097985,18.4396366940383,21.1464285035894,17.4396366940383
Myrmecophaga_tridactyla,PILOSA,1,1,3.25074786360742,19.1699195261453,0.74554521634419,12.4542948380742,18.1699195261453,11.4542948380742
Nanger_granti,CETARTIODACTYLA,3,1,1.59300038382135,20.9819834321793,0.975083082539794,5.99039955005942,17.9819834321793,4.99039955005942
Nasua_narica,CARNIVORA,1,1,2.20579871765254,14.7704540820537,0.705025743112272,8.97368892376016,13.7704540820537,7.97368892376016
Natalus_tumidirostris,CHIROPTERA,5,3,3.21496052955039,43.212310911034,4.38586958859693,31.9424519272427,38.212310911034,28.9424519272427
Neacomys_guianae,RODENTIA,1,0,1.78150666348662,23.4648677283591,0.685812803376588,13.922391490147,22.4648677283591,13.922391490147
Neacomys_spinosus,RODENTIA,1,0,2.41022910794646,32.3959092567684,0.782575955167317,21.4021358075774,31.3959092567684,21.4021358075774
Necromys_amoenus,RODENTIA,1,0,0.984793494600022,12.9710708155943,0.782090044252952,8.77652775325442,11.9710708155943,8.77652775325442
Necromys_lasiurus,RODENTIA,1,1,1.9644278540278,25.3178910646234,0.83700178762699,17.6953815667966,24.3178910646234,16.6953815667966
Necromys_obscurus,RODENTIA,4,3,0.990373387383989,13.4205660628747,3.37242175395086,9.9389752340728,9.42056606287475,6.9389752340728
Nectomys_squamipes,RODENTIA,6,6,5.73690754942942,26.1701307695954,4.76627719784016,17.9891951809271,20.1701307695954,11.9891951809271
Neotoma_albigula,RODENTIA,1,1,2.44692895320196,16.3851086937708,0.731574764103182,10.4331638477356,15.3851086937708,9.43316384773565
Neotoma_cinerea,RODENTIA,2,2,3.05040539297955,17.9884839916947,1.53089159053428,11.8807374396328,15.9884839916947,9.88073743963285
Neotoma_floridana,RODENTIA,1,1,3.02655838438741,17.0728161388026,0.741507518845991,11.1506788881629,16.0728161388026,10.1506788881629
Neotoma_fuscipes,RODENTIA,3,3,3.27243161959241,14.717767116992,2.20816086032888,9.42037452061012,11.717767116992,6.42037452061012
Neotoma_lepida,RODENTIA,2,1,2.51189362801025,14.8128371462675,1.54145308761348,9.8821785886236,12.8128371462675,8.8821785886236
Neotoma_macrotis,RODENTIA,1,0,1.09916367060072,14.773867933848,0.808163155628526,10.0219572237903,13.773867933848,10.0219572237903
Neotoma_stephensi,RODENTIA,1,1,1.05835806672246,14.3801124188128,0.688876332741078,8.28599124372122,13.3801124188128,7.28599124372122
Nephelomys_albigularis,RODENTIA,2,2,1.79907144207349,23.6962197713609,1.49256219822716,15.7018929373929,21.6962197713609,13.7018929373929
Nomascus_leucogenys,PRIMATES,1,1,1.41552940443033,19.1818622431676,0.831985353638773,13.3263884422814,18.1818622431676,12.3263884422814
Nyctalus_noctula,CHIROPTERA,6,5,5.16933299917476,23.5599087721342,5.0648695152384,18.8158655040689,17.5599087721342,13.8158655040689
Nyctereutes_procyonoides,CARNIVORA,3,3,4.21994352500052,11.9654829840008,1.77020133753074,6.66929616575762,8.96548298400085,3.66929616575762
Nycteris_thebaica,CHIROPTERA,1,1,3.13208635235331,32.767470210677,0.753676212739593,20.9390368106491,31.767470210677,19.9390368106491
Nycticebus_coucang,PRIMATES,1,0,3.64279352637865,20.1285774820916,0.621686613190349,11.3280469499025,19.1285774820916,11.3280469499025
Nycticeius_humeralis,CHIROPTERA,1,1,2.15329706491563,20.5124372248139,1.0334481103403,18.3665226810936,19.5124372248139,17.3665226810936
Nyctinomops_laticaudatus,CHIROPTERA,1,1,2.64511038892802,33.2013849117573,0.884210077154216,24.5224819115432,32.2013849117573,23.5224819115432
Nyctinomops_macrotis,CHIROPTERA,1,1,2.67161671079022,31.6420979430469,0.875411813630968,23.1300060155937,30.6420979430469,22.1300060155937
Odocoileus_hemionus,CETARTIODACTYLA,8,2,8.98860516610149,15.4171728847309,2.80516978046626,5.4866222614854,7.41717288473088,3.4866222614854
Odocoileus_virginianus,CETARTIODACTYLA,10,3,14.1902270682137,15.5690250450175,3.31087759557564,5.45710000427212,5.56902504501748,2.45710000427212
Oecomys_bicolor,RODENTIA,2,1,2.18766412128615,28.8145143053192,1.60564893452578,19.382590664804,26.8145143053192,18.382590664804
Oecomys_paricola,RODENTIA,1,0,1.73648475645696,22.8718679293789,0.797657272206482,16.1990096388518,21.8718679293789,16.1990096388518
Oligoryzomys_chacoensis,RODENTIA,1,1,1.60045985223658,21.5117940328638,0.787988734647814,14.2630526011078,20.5117940328638,13.2630526011078
Oligoryzomys_flavescens,RODENTIA,3,3,3.60092913341377,24.7874983679157,2.51526458725216,17.5505652738813,21.7874983679157,14.5505652738813
Oligoryzomys_fornesi,RODENTIA,2,2,1.65053087843186,22.1847991076376,1.59580049786952,14.9169195993085,20.1847991076376,12.9169195993085
Oligoryzomys_fulvescens,RODENTIA,2,2,2.91389182023155,34.51155624189,1.52691840620931,22.1410587955796,32.51155624189,20.1410587955796
Oligoryzomys_longicaudatus,RODENTIA,2,2,1.74500775496557,13.4633380967309,1.68655985621939,9.55689234966816,11.4633380967309,7.55689234966816
Oligoryzomys_microtis,RODENTIA,2,2,2.38995825445991,29.158755687238,1.61305380382152,19.7046064719312,27.158755687238,17.7046064719312
Oligoryzomys_nigripes,RODENTIA,4,4,3.02994022181398,24.0713410826646,3.30651867305912,16.7614756141184,20.0713410826646,12.7614756141184
Onychomys_leucogaster,RODENTIA,1,1,2.77702887836617,16.7686994384696,0.735202638045559,10.8530782608769,15.7686994384696,9.85307826087685
Onychomys_torridus,RODENTIA,2,2,1.17170699539304,13.8774650416876,1.50645804743889,8.92289300891035,11.8774650416876,6.92289300891035
Oreamnos_americanus,CETARTIODACTYLA,3,0,2.43416301968349,11.9809228749142,0.99782982271231,3.5909202012645,8.98092287491422,3.5909202012645
Oryx_gazella,CETARTIODACTYLA,5,2,3.26662857365357,14.8679444129454,1.75696624597182,4.6224103009567,9.86794441294536,2.6224103009567
Oryx_leucoryx,CETARTIODACTYLA,8,1,1.72248711189086,10.9353431259316,2.61869433243086,3.18064548796059,2.93534312593158,2.18064548796059
Oryzomys_couesi,RODENTIA,2,1,1.87715685267154,24.1931270775377,1.54677693578946,15.6244871440881,22.1931270775377,14.6244871440881
Oryzomys_palustris,RODENTIA,4,3,3.42402748874932,15.5178388450905,3.06245761762047,10.4841235761619,11.5178388450905,7.48412357616194
Otocyon_megalotis,CARNIVORA,1,1,1.55306889289809,16.2479998819096,0.631633407671829,8.70464374737223,15.2479998819096,7.70464374737223
Otomys_irroratus,RODENTIA,1,0,2.40462852454864,23.6302735966422,0.703949028981767,14.2729417185636,22.6302735966422,14.2729417185636
Otomys_tropicalis,RODENTIA,3,1,2.48707290876576,33.7923328090568,1.96391667605771,18.5686043320111,30.7923328090568,17.5686043320111
Ourebia_ourebi,CETARTIODACTYLA,1,0,2.04754213530342,22.8049967000781,0.344758268389645,6.64922605833366,21.8049967000781,6.64922605833366
Ovibos_moschatus,CETARTIODACTYLA,2,1,2.84758952637287,12.9483087781163,0.715920544272277,4.43099193551751,10.9483087781163,3.43099193551751
Ovis_canadensis,CETARTIODACTYLA,5,1,6.03071535902354,12.2248827821887,1.76866703172631,4.23792854031538,7.22488278218871,3.23792854031538
Ovis_dalli,CETARTIODACTYLA,3,2,2.74108817675884,12.3051568017191,1.15522565308465,4.22067194473485,9.30515680171913,2.22067194473485
Ovis_orientalis,CETARTIODACTYLA,1,0,2.84261540247477,13.8181722175042,0.364304051332489,4.43755906963293,12.8181722175042,4.43755906963293
Oxymycterus_rufus,RODENTIA,1,1,1.90523145475639,14.699519331602,0.875950690221917,10.7675944371431,13.699519331602,9.7675944371431
Paguma_larvata,CARNIVORA,2,2,3.13119888024388,15.8478661178827,1.26862706525463,8.65692425834254,13.8478661178827,6.65692425834254
