"","hHostNameFinal","hMassGrams","PVRcytb_resid"
"405","Molossus_rufus",13.7,-0.309145417543986
"700","Tadarida_pumila",10.98,-0.478363591961288
"698","Tadarida_condylura",26.59,0.417439943472567
"165","Cynomops_abrasus",35.39,0.696108548334592
"482","Nyctinomops_macrotis",16.38,-0.0669520874778992
"481","Nyctinomops_laticaudatus",13.12,-0.27010444231992
"224","Eumops_perotis",50.97,1.07585071177572
"222","Eumops_glaucinus",36.2,0.737126647925712
"701","Tadarida_teniotis",28.07,0.425875121881913
"444","Myotis_pilosus",9.1935,0.0310258043425682
"439","Myotis_macrodactylus",7.48,-0.170453444575655
"432","Myotis_daubentonii",7.63,-0.150863177145932
"441","Myotis_mystacinus",9.1935,0.0330260010425415
"442","Myotis_nattereri",7.25,-0.203438513097191
"440","Myotis_myotis",25.59,1.05578799797195
"431","Myotis_dasycneme",15.16,0.528017864307626
"445","Myotis_riparius",4.57,-0.652318179999298
"434","Myotis_grisescens",10.84,0.225786150611762
"427","Myotis_austroriparius",7.35,-0.162560182659531
"450","Myotis_yumanensis",5.15,-0.51629335327479
"448","Myotis_velifer",9.82,0.128456871061533
"430","Myotis_chiloensis",8.41,-0.0251789285123705
"426","Myotis_albescens",5.69,-0.413372463941727
"437","Myotis_levis",5.49,-0.446589905928238
"443","Myotis_nigricans",3.7,-0.840816737948809
"446","Myotis_septentrionalis",9.1935,0.0528735532571951
"449","Myotis_volans",8.71,-0.00170479529972609
"438","Myotis_lucifugus",7.8,-0.106394602792394
"447","Myotis_thysanodes",8.49,-0.0217018702341307
"435","Myotis_keenii",6.51,-0.288253689558376
"436","Myotis_leibii",5.22,-0.512814991817669
"429","Myotis_californicus",4.39,-0.682391425336799
"433","Myotis_evotis",6.91,-0.230213580498599
"410","Murina_leucogaster",7.54,-0.251264832156448
"561","Pipistrellus_nathusii",7.44,-0.0105670285991456
"474","Nyctalus_noctula",28.48,1.33441761523334
"560","Pipistrellus_kuhlii",6.07,-0.209029036862121
"562","Pipistrellus_pipistrellus",5.3,-0.339421356467462
"557","Pipistrellus_abramus",5.87,-0.273882400802004
"745","Vespertilio_murinus",15.42,0.706673759778403
"746","Vespertilio_sinensis",24.3,1.15828828111331
"480","Nycticeius_humeralis",9.12,0.11860529153872
"297","Lasiurus_ega",12.2,0.486889303158122
"301","Lasiurus_xanthinus",16.886,0.820910723899409
"296","Lasiurus_cinereus",27.06,1.28176740339369
"563","Pipistrellus_subflavus",5.74,-0.384383046316795
"206","Eptesicus_fuscus",17.49,0.764850748245072
"204","Eptesicus_diminutus",5.99,-0.278502252245493
"205","Eptesicus_furinalis",7.7,-0.028235671376802
"207","Eptesicus_serotinus",23.09,1.01983112435518
"216","Euderma_maculatum",16.17,0.628401195391242
"568","Plecotus_auritus",8.19,-0.0695294778868269
"559","Pipistrellus_hesperus",3.56,-0.952708769336688
"62","Barbastella_barbastellus",8.31,-0.112558498486968
"293","Lasionycteris_noctivagans",11.02,0.149061989582696
"636","Rhogeessa_parvula",4.37,-0.795894620074164
"27","Antrozous_pallidus",22.24,0.841237058076924
"662","Scotophilus_kuhlii",20.31,0.469358852923992
"663","Scotophilus_nigrita",27.34,0.785306209481096
"454","Natalus_stramineus",5.68,-1.38253471259255
"455","Natalus_tumidirostris",6.3,-1.27925203795499
"588","Pteronotus_davyi",9.52,-1.57130931434681
"589","Pteronotus_parnellii",19.59,-0.85196830120118
"406","Mormoops_megalophylla",16.09,-0.911811248630705
"383","Micronycteris_megalotis",6.4,-1.48485563598365
"23","Anoura_geoffroyi",15.15,-0.416829872035304
"719","Tonatia_bidens",27.7,0.222973195323059
"397","Mimon_crenulatum",13.91,-0.420144931046163
"553","Phyllostomus_discolor",36.7,0.530549787504608
"554","Phyllostomus_hastatus",91.44,1.45589690273042
"324","Lophostoma_silvicolum",32.29,0.398988946119462
"148","Chrotopterus_auritus",78.26,1.25785415145245
"104","Carollia_subrufa",15.84,-0.282496207796245
"102","Carollia_brevicauda",14.85,-0.348085064109019
"103","Carollia_perspicillata",19.23,-0.0832496878884273
"249","Glossophaga_longirostris",13.32,-0.295584334791303
"250","Glossophaga_morenoi",8.54,-0.720799132836776
"248","Glossophaga_commissarisi",9.15,-0.654267476847123
"251","Glossophaga_soricina",9.97,-0.597186127241149
"311","Leptonycteris_curasoae",25.27,0.24057881107362
"737","Uroderma_bilobatum",16.28,-0.104325944107598
"741","Vampyrodes_caraccioli",35.89,0.68898727179984
"566","Platyrrhinus_helleri",13.44,-0.284737067623723
"567","Platyrrhinus_lineatus",24.34,0.307290303872804
"40","Artibeus_fimbriatus",63.89,1.38081969365028
"44","Artibeus_planirostris",43.63,1.03083594852851
"42","Artibeus_lituratus",59.3,1.35700648042072
"41","Artibeus_jamaicensis",43.63,1.04050580091826
"39","Artibeus_cinereus",12.7,-0.241269051244912
"45","Artibeus_toltecus",15.47,-0.0309747494911235
"43","Artibeus_phaeotis",11.69,-0.313561829558687
"682","Sturnira_lilium",20.19,0.0601208324958886
"683","Sturnira_ludovici",21,0.0992802258849801
"684","Sturnira_tildae",24.39,0.252140643342134
"321","Lonchophylla_robusta",13.72,-0.430205957437526
"356","Macrotus_californicus",11.83,-0.967227019806311
"186","Diphylla_ecaudata",28.11,-0.0763432346568716
"180","Desmodus_rotundus",33.16,0.0784649523355337
"181","Diaemus_youngi",36.71,0.186241312504219
"670","Sorex_araneus",9.18,-3.53434090414266
"213","Erinaceus_europaeus",777.95,2.72255162047657
"685","Suncus_murinus",43.76,0.553227406904598
"160","Crocidura_leucodon",10.88,-1.07348887314876
"161","Crocidura_russula",9.89,-1.70260350322063
"479","Nycticebus_coucang",924.55,0.130403598369079
"232","Galago_senegalensis",215.2,-1.3622636759334
"743","Varecia_variegata",3849.99,2.41233961888459
"306","Lemur_catta",2626.48,2.16721859921961
"218","Eulemur_albifrons",2374.1,2.17212936987864
"219","Eulemur_macaco",2470.43,2.27746396624021
"127","Cercopithecus_mona",3980.17,-0.0741801485673061
"129","Cercopithecus_nictitans",5256.91,0.17149609606918
"142","Chlorocebus_aethiops",3695.99,-0.304044635755096
"144","Chlorocebus_sabaeus",3695.99,-0.305210979379274
"143","Chlorocebus_pygerythrus",3695.99,-0.305976373688526
"720","Trachypithecus_cristatus",7176.81,-0.416234936756069
"721","Trachypithecus_francoisi",8139.93,-0.297342895927171
"574","Presbytis_melalophos",6439.12,-0.534407041773459
"607","Pygathrix_nemaeus",9411.1,-0.15320311835965
"153","Colobus_polykomos",8797.29,-0.256616751964989
"152","Colobus_guereza",9925.88,-0.135315503740691
"664","Semnopithecus_entellus",12679.29,0.150942782415366
"359","Mandrillus_sphinx",16685.06,0.361817398165398
"119","Cercocebus_torquatus",7293.07,-0.463464746878054
"323","Lophocebus_albigena",7418.71,-0.478286406301123
"715","Theropithecus_gelada",15964.11,0.292154000471831
"525","Papio_hamadryas",14007.08,0.144536089666129
"523","Papio_anubis",17728.56,0.375746919498244
"526","Papio_papio",18026.05,0.392004102472377
"527","Papio_ursinus",17729.44,0.372149142556069
"524","Papio_cynocephalus",15822.15,0.258998617681325
"358","Mandrillus_leucophaeus",14253.3,0.211160380481315
"344","Macaca_silenus",5995.25,-0.686334047463571
"346","Macaca_sylvanus",11471.53,-0.0351420396823576
"343","Macaca_radiata",4999.99,-0.862196650467979
"336","Macaca_fascicularis",4569.32,-0.977250594553225
"334","Macaca_arctoides",9358.04,-0.259691242431949
"335","Macaca_cyclopis",5748.94,-0.746767637295324
"339","Macaca_mulatta",6455.19,-0.631575438447836
"341","Macaca_nigra",7359.39,-0.506075803995789
"338","Macaca_maura",7290.3,-0.520351314722587
"342","Macaca_ochreata",2745.5,-1.49837674521814
"347","Macaca_tonkeana",10035.53,-0.201954481388725
"340","Macaca_nemestrina",7820.78,-0.439730935099171
"284","Hylobates_pileatus",5542.37,-0.511408313909164
"282","Hylobates_lar",5578.61,-0.513728332749033
"283","Hylobates_moloch",5860.81,-0.458618562179483
"473","Nomascus_leucogenys",7320,-0.223130601580564
"569","Pongo_abelii",39696.12,1.46749143216535
"570","Pongo_pygmaeus",53408.29,1.77248369604292
"276","Homo_sapiens",58540.63,1.86090414306738
"519","Pan_paniscus",35119.95,1.34248357748868
"520","Pan_troglodytes",45000,1.58657537637058
"253","Gorilla_gorilla",112588.99,2.54721759261254
"290","Lagothrix_lagotricha",6263.69,1.39441518343468
"51","Ateles_geoffroyi",7582.4,1.58267058197976
"18","Alouatta_palliata",6576.99,1.44635304995224
"19","Alouatta_pigra",7172.06,1.53467884429302
"17","Alouatta_caraya",5576.96,1.2812175120679
"20","Alouatta_seniculus",6398.31,1.4189616715508
"107","Cebus_apella",2758.38,0.644833402310906
"108","Cebus_capucinus",3005.99,0.733295233394428
"655","Saimiri_sciureus",749.47,-0.67424578737905
"381","Mico_leucippe",382.92,-1.22326129881064
"79","Callithrix_jacchus",290.21,-1.46819829169425
"78","Callithrix_geoffroyi",342,-1.30276447654758
"652","Saguinus_nigricollis",450,-0.992082665124593
"651","Saguinus_mystax",555.87,-0.726193500678804
"649","Saguinus_labiatus",508.46,-0.819922633229696
"650","Saguinus_midas",540.56,-0.763450348387417
"648","Saguinus_geoffroyi",492.5,-0.846710414793125
"653","Saguinus_oedipus",462.04,-0.907237203708834
"307","Leontopithecus_chrysomelas",572.8,-0.843985315213689
"29","Aotus_trivirgatus",912.4,-0.515911947488788
"28","Aotus_azarae",929.57,-0.493115153309092
"564","Pithecia_monachus",2109.55,0.108220244366384
"732","Tupaia_belangeri",200,-1.77254535132434
"316","Lepus_europaeus",3816.43,0.88594310885598
"315","Lepus_capensis",2047.11,0.266732002145783
"318","Lepus_timidus",3105.42,0.684112210301372
"317","Lepus_saxatilis",2593.63,0.502676266702583
"314","Lepus_californicus",2422.48,0.444452063730114
"313","Lepus_americanus",1568.42,0.0401182003732704
"500","Oryctolagus_cuniculus",1590.57,0.0645675778079503
"694","Sylvilagus_floridanus",1207.19,-0.250105420869599
"690","Sylvilagus_aquaticus",2133.34,0.3036948101467
"695","Sylvilagus_nuttallii",801.54,-0.688871538166194
"691","Sylvilagus_audubonii",880.88,-0.588826183200529
"706","Tamias_striatus",93.4,-1.2791029374799
"705","Tamias_sibiricus",94.16,-1.26926969693301
"703","Tamias_amoenus",50.63,-1.88530529082704
"707","Tamias_umbrinus",51.75,-1.84959717053215
"704","Tamias_minimus",42.87,-2.03996402162276
"678","Spermophilus_tridecemlineatus",174.91,-0.984211859970832
"679","Spermophilus_undulatus",742.91,0.430556889203833
"673","Spermophilus_columbianus",470.94,-0.0360640471219657
"676","Spermophilus_parryii",747.09,0.422475049559657
"677","Spermophilus_richardsonii",325.1,-0.408810904612805
"672","Spermophilus_citellus",395.97,-0.200378320474632
"674","Spermophilus_fulvus",778.38,0.475189259485161
"167","Cynomys_ludovicianus",797.05,0.527541210400229
"362","Marmota_monax",3880.93,2.12895882005217
"361","Marmota_flaviventris",3709.73,2.08530050720202
"671","Spermophilus_beecheyi",597.82,0.263996609790465
"680","Spermophilus_variegatus",714.58,0.443337557647054
"675","Spermophilus_lateralis",175.1,-0.947695911350698
"244","Glaucomys_volans",71.9,-1.42402962730138
"659","Sciurus_niger",477.138,0.898099682900691
"656","Sciurus_carolinensis",545.4,1.02802242967758
"661","Sciurus_vulgaris",333,0.455689615743116
"708","Tamiasciurus_hudsonicus",200.24,-0.227107367982964
"258","Heliosciurus_rufobrachium",332.88,-0.0477442685296005
"752","Xerus_inauris",572.6,0.413079154048161
"751","Xerus_erythropus",602.23,0.450009255577749
"717","Thryonomys_swinderianus",3750.85,1.47229386091732
"286","Hystrix_africaeaustralis",14936.02,2.67462952220814
"277","Hoplomys_gymnurus",281.42,-2.47865878269191
"581","Proechimys_guyannensis",314.03,-2.35595535859262
"419","Myocastor_coypus",6361.55,0.515734355717226
"731","Trinomys_iheringi",220.39,-2.53852512972287
"106","Cavia_porcellus",727.99,-0.962086752127303
"278","Hydrochoerus_hydrochaeris",48144.91,3.2654739168964
"175","Dasyprocta_leporina",3009.99,0.480823525809998
"150","Coendou_prehensilis",4116.2,0.929259659947793
"212","Erethizon_dorsatum",7419.46,1.51479852500055
"325","Lophuromys_flavopunctatus",57.07,-0.898332422353179
"326","Lophuromys_sikapusi",62.72,-0.804352477307377
"378","Meriones_libycus",91.33,-0.672617084620422
"240","Gerbilliscus_kempi",100.83,-0.714600306622074
"241","Gerbilliscus_leucogaster",73.75,-1.06387696314024
"239","Gerbilliscus_brantsii",89.41,-0.870516259658268
"179","Desmodillus_auricularis",54.81,-1.28133841897434
"712","Tatera_indica",138.28,-0.350604310417861
"610","Rattus_exulans",50.63,-0.344094076135724
"616","Rattus_tiomanicus",119.29,0.535389145784607
"615","Rattus_tanezumi",140.84,0.701920586245359
"614","Rattus_rattus",142.68,0.712899458368464
"612","Rattus_losea",104.63,0.394105834223152
"611","Rattus_fuscipes",124.58,0.566925531447737
"59","Bandicota_bengalensis",226.99,1.1916323622177
"60","Bandicota_indica",583.09,2.1349823300859
"61","Bandicota_savilei",260.63,1.32160762155386
"613","Rattus_norvegicus",282.89,1.34817588833328
"382","Micromys_minutus",6.99,-2.4091403625841
"33","Apodemus_mystacinus",43.84,-0.408688196593882
"414","Mus_setulosus",11.18,-1.52809341242509
"412","Mus_cervicolor",15.2325,-1.18760083802293
"416","Mus_spretus",16.67,-1.04369614130121
