vVirusNameCorrected,hHostNameFinal,WildDomInReference,DetectionMethod,DetectionQuality,Reference
Hepatitis_delta_virus,Homo_sapiens,human,PCR,2,"Tedder et al. 2012, Clin Infect Dis. 2012 Dec 7. [Epub ahead of print], The Diversity and Management of Chronic Hepatitis B Virus Infections in the UK - A Wake up Call."
Hepatitis_E_virus,Homo_sapiens,human,Antibodies,0,Al-Nasrawi et al. 2010
Human_adenovirus_A,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_adenovirus_B,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_adenovirus_C,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_adenovirus_D,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_adenovirus_E,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_adenovirus_F,Homo_sapiens,human,PCR,2,Roy et al. 2009
Human_astrovirus,Homo_sapiens,human,PCR,2,Dai et al. 2010
Human_coronavirus_229E,Homo_sapiens,human,Isolation,2,Hamre and Procknow 1966
Human_coronavirus_OC43,Homo_sapiens,human,PCR,2,Risku et al. 2010
Human_enterovirus_A,Homo_sapiens,human,PCR,2,"Oberste MS, 2004 JGV"
Human_enterovirus_B,Homo_sapiens,human,PCR,2,Gomes et al. 2009
Human_enterovirus_C,Homo_sapiens,human,Isolation,2,Dalldorf and Sickles 1948
Human_enterovirus_D,Homo_sapiens,human,Isolation,2,Schieble et al. 1967
Human_herpesvirus_1,Homo_sapiens,human,PCR,2,Mackay et al. 2003
Human_herpesvirus_2,Homo_sapiens,human,Isolation,2,Nahmias and Dowdle 1968
Human_herpesvirus_3,Homo_sapiens,human,PCR,2,Mackay et al. 2003
Human_herpesvirus_4,Homo_sapiens,human,PCR,2,Mackay et al. 2003
Human_herpesvirus_5,Homo_sapiens,human,PCR,2,Mackay et al. 2003
Human_herpesvirus_6,Homo_sapiens,human,PCR,2,Costa et al. 2010
Human_herpesvirus_7,Homo_sapiens,human,PCR,2,Astegiano et al. 2010
Human_herpesvirus_8,Homo_sapiens,human,Antibodies,0,Butler et al. 1996
Human_immunodeficiency_virus_1,Homo_sapiens,human,Isolation,2,Dwyer et al. 2010
Human_immunodeficiency_virus_2,Homo_sapiens,human,Isolation,2,Dwyer et al. 2010
Human_metapneumovirus,Homo_sapiens,human,Isolation,2,van de Hoogen et al. 2001
Human_norovirus-Alphatron,Homo_sapiens,human,Isolation,2,"Iritani, N., Y. Seto, H. Kubo, K. Haruki, M. Ayata, and H. Ogura. 2002. Prevalence of ""Norwalk-like virus"" infections in outbreaks of acute nonbacterial gastroenteritis observed during the 1999-2000 season in Osaka City, Japan. Journal of Medical Virology 66:131-138."
Human_papillomavirus_1,Homo_sapiens,human,Isolation,2,Gissman et al. 1977
Human_papillomavirus_10,Homo_sapiens,human,Isolation,2,Kremsdorf et al. 1983
Human_papillomavirus_16,Homo_sapiens,human,Isolation,2,Durst et al. 1983
Human_papillomavirus_18,Homo_sapiens,human,Isolation,2,Boshart et al. 1984
Human_papillomavirus_2,Homo_sapiens,human,Isolation,2,Orth et al. 1997
Human_papillomavirus_26,Homo_sapiens,human,Isolation,2,Ostrow et al. 1984
Human_papillomavirus_32,Homo_sapiens,human,Isolation,2,Beaudenon et al. 1987
Human_papillomavirus_34,Homo_sapiens,human,Isolation,2,Kawashima et al. 1986
Human_papillomavirus_4,Homo_sapiens,human,Isolation,2,Gissman et al. 1977
Human_papillomavirus_41,Homo_sapiens,human,Isolation,2,Grimmel et al. 2006
Human_papillomavirus_48,Homo_sapiens,human,Isolation,2,Muller et al. 1989
Human_papillomavirus_49,Homo_sapiens,human,Isolation,2,Favre et al. 1989
Human_papillomavirus_5,Homo_sapiens,human,Isolation,2,Orth et al. 1978
Human_papillomavirus_50,Homo_sapiens,human,Isolation,2,Favre et al. 1989
Human_papillomavirus_53,Homo_sapiens,human,Isolation,2,Gallahan et al. 1989
Human_papillomavirus_54,Homo_sapiens,human,Isolation,2,Favre et al. 1990
Human_papillomavirus_6,Homo_sapiens,human,Isolation,2,Gissman and Zar Hausen 1980
Human_papillomavirus_60,Homo_sapiens,human,Isolation,2,Matsukura et al. 1992
Human_papillomavirus_61,Homo_sapiens,human,PCR,2,Tachezy et al. 1994
Human_papillomavirus_63,Homo_sapiens,human,Isolation,2,Egawa et al. 1993
Human_papillomavirus_7,Homo_sapiens,human,Antibodies,0,Orth et al. 1981
Human_papillomavirus_71,Homo_sapiens,human,Antibodies,0,Sugase and Matsukura 1997
Human_papillomavirus_88,Homo_sapiens,human,PCR,2,Kullander et al. 2008
Human_papillomavirus_9,Homo_sapiens,human,Isolation,2,Orth et al. 1978
Human_papillomavirus_cand90,Homo_sapiens,human,Isolation,2,ICTV
Human_papillomavirus_cand92,Homo_sapiens,human,Isolation,2,ICTV
Human_papillomavirus_cand96,Homo_sapiens,human,Isolation,2,ICTV
Human_parainfluenza_virus_1,Homo_sapiens,human,PCR,2,Terlizzi et al. 2009
Human_parainfluenza_virus_2,Homo_sapiens,human,Antibodies,0,Gerna et al. 2011
Human_parainfluenza_virus_3,Homo_sapiens,human,Isolation,2,Nichols et al. 2004
Human_parainfluenza_virus_4,Homo_sapiens,human,Isolation,2,Johnson et al. 1960
Human_parechovirus,Homo_sapiens,human,Isolation,2,Ljubin-Sternak et al. 2011
Human_parvovirus_B19,Homo_sapiens,human,Antibodies,0,Opaleye et al. 2011
Human_picobirnavirus,Homo_sapiens,human,PCR,2,Bhattacharya et al. 2006
Human_polyomavirus,Homo_sapiens,human,PCR,2,"Bogdanovic G, Ljungman P, Wang F, Dalianis T. Presence of human polyomavirus DNA in the peripheral circulation of bone marrow transplant patients with and without hemorrhagic cystitis. Bone Marrow Transplant. 1996 Apr;17(4):573-6. PubMed PMID: 8722357."
Human_respiratory_syncytial_virus,Homo_sapiens,human,Isolation,2,Lu et al. 2011; many others
Human_rhinovirus_A,Homo_sapiens,human,PCR,2,Kim SR et al. 2009
Human_rhinovirus_B,Homo_sapiens,human,PCR,2,"Savolainen C, Laine P, Mulders MN, Hovi T. Sequence analysis of human rhinoviruses in the RNA-dependent RNA polymerase coding region reveals large within-species variation. J Gen Virol. 2004 Aug;85(Pt 8):2271-7. PubMed PMID: 15269368."
Human_torovirus,Homo_sapiens,human,PCR,2,Duckmanton L. et al. 1997
Ilheus_virus,Homo_sapiens,human,Isolation,2,Causey et al. 1961
Influenza_A_virus,Homo_sapiens,human,PCR,2,Zhang et al. 2011
Influenza_B_virus,Homo_sapiens,human,PCR,2,Do et al. 2011
Influenza_C_virus,Homo_sapiens,human,PCR,2,Gouarin et al. 2008
Isfahan_virus,Homo_sapiens,human,Isolation,2,Tesh et al. 1977
Japanese_encephalitis_virus,Homo_sapiens,human,Antibodies,0,Wolfe et al. 2001
JC_polyomavirus,Homo_sapiens,human,Isolation,2,Padgett et al. 1971
Junin_virus,Homo_sapiens,human,Isolation,2,Simpson et al. 1978
Kairi_virus,Homo_sapiens,human,Antibodies,0,Tauro et al. 2009
Kasokero_virus,Homo_sapiens,human,Isolation,2,Kalunda et al. 1986
Kokobera_virus,Homo_sapiens,human,Antibodies,0,Boughton et al. 1986
Kotonkan_virus,Homo_sapiens,human,Antibodies,0,Kemp et al.1973
Koutango_virus,Homo_sapiens,human,Isolation,2,Karabatsos 1985
Kyasanur_Forest_disease_virus,Homo_sapiens,human,PCR,2,Wang et al. 2009
Laguna_Negra_virus,Homo_sapiens,human,Antibodies,0,Levis et al. 1999
Lake_Victoria_marburgvirus,Homo_sapiens,human,Isolation,2,Kuzmin et al. 2010
Lassa_virus,Homo_sapiens,human,PCR,2,Panning et al. 2010
Lebombo_virus,Homo_sapiens,human,Isolation,2,Moore et al. 1975
Ljungan_virus,Homo_sapiens,human,PCR,2,Niklasson et al. 2009
Louping_ill_virus,Homo_sapiens,human,Isolation,2,Leonova GN et al. 2015
Lymphocytic_choriomeningitis_virus,Homo_sapiens,human,Isolation,2,Gonzalez et al. 2007
Machupo_virus,Homo_sapiens,human,Antibodies,0,Huaman A et al 2010 ASTMH
Marituba_virus,Homo_sapiens,human,Isolation,2,Causey et al. 1961
Mayaro_virus,Homo_sapiens,human,Isolation,2,Anderson CR et al 1957
Measles_virus,Homo_sapiens,human,PCR,2,Ito et al. 2010
Menangle_virus,Homo_sapiens,human,Antibodies,0,Philbey A et al. 1998
Modoc_virus,Homo_sapiens,human,Antibodies,0,Zarnke and Yuill 1985
Mokola_virus,Homo_sapiens,human,Isolation,2,Familusi et al. 1972
Molluscum_contagiosum_virus,Homo_sapiens,human,PCR,2,Trama et al. 2007
Monkeypox_virus,Homo_sapiens,human,Isolation,2,Hutson et al.2007
Mosso_das_Pedras_virus_78V3531,Homo_sapiens,human,Isolation,2,Attoui et al. 2007
Mumps_virus,Homo_sapiens,human,Isolation,2,Krajden et al. 2011
Murine_pneumonia_virus,Homo_sapiens,human,Antibodies,0,"Pringle CR, Eglin RP. Murine pneumonia virus: seroepidemiological evidence of widespread human infection. J Gen Virol. 1986 Jun;67 ( Pt 6):975-82. PubMed PMID: 3711866."
Murray_Valley_encephalitis_virus,Homo_sapiens,human,Antibodies,0,Broom et al. 2000
Ndumu_virus,Homo_sapiens,human,NT,1,Kokernot et al. 1961
New_York_virus,Homo_sapiens,human,PCR,2,Hjelle et al. 1995
Newcastle_disease_virus,Homo_sapiens,human,Isolation,2,Ingalls and Mahoney. 1949
Nipah_virus,Homo_sapiens,human,Isolation,2,Calisher et al. 2006
Norwalk_virus,Homo_sapiens,human,PCR,2,"Khan et al. 1994, JCM"
Ntaya_virus,Homo_sapiens,human,Antibodies,0,Woodruff et al. 1978
Nyando_virus,Homo_sapiens,human,Isolation,2,Digoutte et al. 1972
O'nyong-nyong_virus,Homo_sapiens,human,Isolation,2,Kiwanuka et al. 1999
Okola_virus,Homo_sapiens,human,Antibodies,0,Brottes et al. 1969
Omsk_hemorrhagic_fever_virus,Homo_sapiens,human,Isolation,2,Dobler. 2010
Orf_virus,Homo_sapiens,human,Isolation,2,Peterkin 1937
Oriboca_virus,Homo_sapiens,human,Antibodies,0,Causey et al. 1961
Oropouche_virus,Homo_sapiens,human,Isolation,2,Nunes et al. 2005
Orungo_virus,Homo_sapiens,human,Isolation,2,Brown et al. 1991
Palyam_virus,Homo_sapiens,human,PCR,2,Aradaib et al. 2009
Parainfluenza_virus_5,Homo_sapiens,human,Isolation,2,http://www.ncf-net.org/library/PIV5HostChallenge-0606.htm
Patois_virus,Homo_sapiens,human,Antibodies,0,Scherer et al. 1972
Pichinde_virus,Homo_sapiens,human,Antibodies,0,Buchmeier et al. 1974
Piry_virus,Homo_sapiens,human,Isolation,2,Bergold and Munz 1970
Pixuna_virus,Homo_sapiens,human,Antibodies,0,Pisano et al. 2013
Poliovirus,Homo_sapiens,human,Isolation,2,Romanenkova et al. 2011
Powassan_virus,Homo_sapiens,human,Isolation,2,McLean and Donohue 1959
Primate_T-lymphotropic_virus_1,Homo_sapiens,human,Antibodies,0,Wolfe et al. 2005
Primate_T-lymphotropic_virus_2,Homo_sapiens,human,Isolation,2,Kalyanaraman et al. 1982
Primate_T-lymphotropic_virus_3,Homo_sapiens,human,Isolation,2,Wolfe et al. 2005
Pseudocowpox_virus,Homo_sapiens,human,Isolation,2,Friedman-Kien et al. 1963
Punta_Toro_virus,Homo_sapiens,human,Isolation,2,Perrone et al. 2007
Puumala_virus,Homo_sapiens,human,Isolation,2,Juto et al. 1997
Quaranfil_virus,Homo_sapiens,human,Isolation,2,Taylor et al. 1966
Rabies_virus,Homo_sapiens,human,PCR,2,Carnieli et al. 2009
Reston_ebolavirus,Homo_sapiens,human,Antibodies,0,Miranda and Miranda 2011
Rift_Valley_fever_virus,Homo_sapiens,human,PCR,2,Andriamandimby et al. 2010
Rio_Bravo_virus,Homo_sapiens,human,Antibodies,0,Price 1978
Rio_Mamore_virus,Homo_sapiens,human,Isolation,2,"deOliveira et al. 2014, EID"
Rio_Negro_virus,Homo_sapiens,human,neutralization test,1,Pisano et al. 2010
Ross_River_virus,Homo_sapiens,human,PCR,2,Sellner et al. 1995
Rotavirus_A,Homo_sapiens,human,PCR,2,Rigotto et al. 2010
Rotavirus_B,Homo_sapiens,human,PCR,2,Barman et al. 2006
Rotavirus_C,Homo_sapiens,human,PCR,2,Wu et al. 1998
Rubella_virus,Homo_sapiens,human,PCR,2,Adam et al. 2010
Sabia_virus,Homo_sapiens,human,Isolation,2,Coimbra et al. 1994
Sandfly_fever_Naples_virus,Homo_sapiens,human,Isolation,2,Nicoletti et al. 1996
Sandfly_fever_Sicilian_virus,Homo_sapiens,human,Isolation,2,Nicoletti et al. 1996
Sapporo_virus,Homo_sapiens,human,PCR,2,Chiba et al. 2001
Sealpox_virus,Homo_sapiens,human,Isolation,2,Dierauf et al. 2001
Semliki_Forest_virus,Homo_sapiens,human,Antibodies,0,http://www.uniprot.org/uniprot/P03305; Bowen et al.
Seoul_virus,Homo_sapiens,human,Antibodies,0,Weissenbacher et al. 1996
Severe_acute_respiratory_syndrome-related_coronavirus,Homo_sapiens,human,Antibodies,0,Tu et al. 2004
Shamonda_virus,Homo_sapiens,human,Isolation,2,Yanase et al. 2005
Shuni_virus,Homo_sapiens,human,Isolation,2,Moore et al. 1975
Simian_foamy_virus,Homo_sapiens,human,PCR,2,Wolfe et al. 2004
Simian_parvovirus,Homo_sapiens,human,Antibodies,0,"Brown KE, Liu Z, Gallinella G, Wong S, Mills IP, O'Sullivan MG. Simian parvovirus infection: a potential zoonosis. J Infect Dis. 2004 Dec 1;190(11):1900-7. Epub 2004 Nov 3. PubMed PMID: 15529252."
Simian_virus_10,Homo_sapiens,human,Antibodies,0,"Mahy, BJ The Dictionary of Virology,  Academic Press 2009"
Simian_virus_40,Homo_sapiens,human,PCR,2,Campello et al. 2010
Sin_Nombre_virus,Homo_sapiens,human,PCR,2,Schwarz et al. 2004
Sindbis_virus,Homo_sapiens,human,PCR,2,Attoui et al. 2007
St._Louis_encephalitis_virus,Homo_sapiens,human,Isolation,2,Monath et al. 1985
Sudan_ebolavirus,Homo_sapiens,human,Isolation,2,Bowen et al. 1977
Suid_herpesvirus_1,Homo_sapiens,human,Antibodies,0,Mravak et al. 1987
Tacaiuma_virus,Homo_sapiens,human,Isolation,2,Van Tongeren et al. 1967
Tacaribe_virus,Homo_sapiens,human,Antibodies,0,Price 1978
Tamdy_virus,Homo_sapiens,human,Isolation,2,Lvov et al. 1984
Tanapox_virus,Homo_sapiens,human,Isolation,2,Downie et al. 1971
Tataguine_virus,Homo_sapiens,human,Isolation,2,Fagbami et al. 1981
Tembusu_virus,Homo_sapiens,human,Antibodies,0,Wallace et al. 1977
Thailand_virus,Homo_sapiens,human,Antibodies,0,"Gamage CD, Yasuda SP, Nishio S, Kularatne SA, Weerakoon K, Rajapakse J, Nwafor-Okoli C, Lee RB, Obayashi Y, Yoshimatsu K, Arikawa J, Tamashiro H. Serological evidence of Thailand virus-related hantavirus infection among suspected leptospirosis patients in Kandy, Sri Lanka. Jpn J Infect Dis. 2011;64(1):72-5. PubMed PMID: 21266762."
Thiafora_virus,Homo_sapiens,human,Antibodies,0,Woessner et al. 2000
Thogoto_virus,Homo_sapiens,human,Isolation,2,Jones et al. 1987
Tick-borne_encephalitis_virus,Homo_sapiens,human,Antibodies,0,Grzeszczuk et al. 2006
Tioman_virus,Homo_sapiens,human,ELISA,0,Yaiw KC et al. 2007
Tonate_virus,Homo_sapiens,human,PCR,2,Hommel et al. 2000
Torque_Teno_virus,Homo_sapiens,human,PCR,2,Okamoto et al. 2000
Trubanaman_virus,Homo_sapiens,human,Antibodies,0,Johansen et al. 2005
Tula_virus,Homo_sapiens,human,PCR,2,Reynes et al. 2015
Una_virus,Homo_sapiens,human,Antibodies,0,Diaz et al. 2003
Usutu_virus,Homo_sapiens,human,PCR,2,Pecorari et al. 2009
Uukuniemi_virus,Homo_sapiens,human,Antibodies,0,Traavik et al. 1977
Vaccinia_virus,Homo_sapiens,human,PCR,2,Silve- Fernandes et al. 2009
Variola_virus,Homo_sapiens,human,Isolation,2,Dumbell et al. 1999
Venezuelan_equine_encephalitis_virus,Homo_sapiens,human,Isolation,2,Mangiafico et al. 2002
Vesicular_stomatitis_Alagoas_virus,Homo_sapiens,human,Antibodies,0,"Tesh, RB et al 1987 AJTMH"
Vesicular_stomatitis_Indiana_virus,Homo_sapiens,human,Antibodies,0,Fields and Hawkins 1967 NEJM
Vesicular_stomatitis_New_Jersey_virus,Homo_sapiens,human,PCR,1,Rodriguez et al. 2000
Wanowrie_virus,Homo_sapiens,human,Isolation,2,Pavri et al. 1976
Wesselsbron_virus,Homo_sapiens,human,Isolation,2,Smithburn et al. 1957
West_Nile_virus,Homo_sapiens,human,PCR,2,Angelini et al. 2010
Western_equine_encephalitis_virus,Homo_sapiens,human,Isolation,2,Calisher et al. 1994
Whitewater_Arroyo_virus,Homo_sapiens,human,PCR,2,CDC Report
Woolly_monkey_sarcoma_virus,Homo_sapiens,human,Antibodies,0,"Aoki T, Walling MJ, Bushar GS, Liu M, Hsu KC. Natural antibodies in sera from healthy humans to antigens on surfaces of type C RNA viruses and cells from primates. Proc Natl Acad Sci U S A. 1976 Jul;73(7):2491-5. PubMed PMID: 181753; PubMed Central PMCID: PMC430620."
Wyeomyia_virus,Homo_sapiens,human,Isolation,2,Sirhongse and Johnson 1965
Yaba_monkey_tumor_virus,Homo_sapiens,human,Antibodies,0,Grace and Mirand 1965
Yellow_fever_virus,Homo_sapiens,human,Isolation,2,Pisano et al. 1997
Zaire_ebolavirus,Homo_sapiens,human,Isolation,2,Georges et al. 1999
Zika_virus,Homo_sapiens,human,PCR,2,Duffy et al. 2010
Venezuelan_equine_encephalitis_virus,Hoplomys_gymnurus,wild,Antibodies,0,Grayson & Galido 1968
Rabies_virus,Hydrochoerus_hydrochaeris,wild,Isolation,2,[233]
Encephalomyocarditis_virus,Hydromys_chrysogaster,wild,Isolation,2,Tesh and Wallace 1978
Sindbis_virus,Hydromys_chrysogaster,wild,Antibodies,0,Price 1978
Bimiti_virus,Hylaeamys_laticeps,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Caraparu_virus,Hylaeamys_laticeps,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Catu_virus,Hylaeamys_laticeps,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Guama_virus,Hylaeamys_laticeps,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Venezuelan_equine_encephalitis_virus,Hylaeamys_laticeps,wild,Isolation,2,Downs et al. 1963
Amapari_virus,Hylaeamys_megacephalus,wild,Isolation,2,Pinheiro et al. 1977
Caraparu_virus,Hylaeamys_megacephalus,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Catu_virus,Hylaeamys_megacephalus,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Changuinola_virus,Hylaeamys_megacephalus,wild,Isolation,2,Silva et al. 2013
Cupixi_virus,Hylaeamys_megacephalus,wild,Isolation,2,Charrel et al. 2002
Flexal_virus,Hylaeamys_megacephalus,wild,Isolation,2,Gonzalez et al. 2007
Guama_virus,Hylaeamys_megacephalus,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Marituba_virus,Hylaeamys_megacephalus,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Oriboca_virus,Hylaeamys_megacephalus,wild,Isolation,2,"Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla."
Gibbon_ape_leukemia_virus,Hylobates_lar,captive,Isolation,2,Kawakami et al. 1972
Hepatitis_B_virus,Hylobates_lar,wild,Antibodies,0,Mimms et al . 1993
Hepatitis_B_virus,Hylobates_moloch,wild,Antibodies,0,Payne et al. 2004
Hepatitis_B_virus,Hylobates_pileatus,wild,PCR,2,Sall AA et al 2005
Simian_foamy_virus,Hylobates_pileatus,wild,Antibodies,0,Hussain et al. 2003
Lake_Victoria_marburgvirus,Hypsignathus_monstrosus,wild,Antibodies,0,Pourrut et al. 2009
Nipah_virus,Hypsignathus_monstrosus,wild,Antibodies,0,Hayman et al. 2008
Zaire_ebolavirus,Hypsignathus_monstrosus,wild,PCR,2,Leroy et al. 2004
Crimean-Congo_hemorrhagic_fever_virus,Hystrix_africaeaustralis,wild,Antibodies,0,Shepherd et al. 1987
Encephalomyocarditis_virus,Ichneumia_albicauda,wild,Isolation,2,Tesh and Wallace 1978
Rabies_virus,Ichneumia_albicauda,wild,PCR,2,Lembo et al. 2008
Koongol_virus,Isoodon_macrourus,wild,Antibodies,0,Doherty et al. 1970
Akabane_virus,Kobus_ellipsiprymnus,wild,Antibodies,0,Davies et al. 1985
Bluetongue_virus,Kobus_ellipsiprymnus,wild,Antibodies,0,Hamblin et al.
Bovine_ephemeral_fever_virus,Kobus_ellipsiprymnus,wild,Antibodies,0,Davies et al. 1975
Bovine_herpesvirus_2,Kobus_ellipsiprymnus,wild,Antibodies,0,"Hamblin and Hedger 1982, JWD"
Bovine_viral_diarrhea_virus_1,Kobus_ellipsiprymnus,wild,SNT,1,Hamblin and Hedger 1979
Crimean-Congo_hemorrhagic_fever_virus,Kobus_ellipsiprymnus,wild,Antibodies,0,Shepherd et al. 1987
Foot-and-mouth_disease_virus,Kobus_ellipsiprymnus,wild,Antibodies,0,Hamblin et al. 1990
Lumpy_skin_disease_virus,Kobus_ellipsiprymnus,wild,Antibodies,0,Hedger et al. 1983
Rift_Valley_fever_virus,Kobus_ellipsiprymnus,wild,Antibodies,0,Anderson & Rowe 1998
